,Difference (|)
4073,-29.643651640939606
4074,-19.8024519975293
4075,-27.757331496616626
4076,-25.114526867350975
4077,-31.818253282722544
4078,-18.68649494376542
4079,-32.11396669068483
4080,-34.432753011455105
4081,-26.379133126498097
4082,-20.446664392819944
4083,-19.943483230179236
4084,-32.58050868271503
4085,-26.772150556886814
4086,-25.622830106955487
4087,-20.781218161982668
4088,-20.639092493296978
4089,-26.05014817056711
4090,-19.148670437804824
4091,-14.501382068756381
4092,-22.929729559392506
4093,-23.165771370678062
4094,-29.412764862621522
4095,-23.932824618854095
4096,-27.934992720470238
4097,-21.441082657132394
4098,-15.163888708745155
4099,-28.033731218006753
4100,-28.797237160249555
4101,-20.45519305860246
4102,-19.670192053413817
4103,-19.185740762597256
4104,-16.08642256688792
4105,-22.681555735935863
4106,-16.90412219574175
4107,-23.199665071941425
4108,-19.22074881788273
4109,-26.992537609689983
4110,-28.405296416816253
4111,-19.12638549105812
4112,-19.401281010746015
4113,-21.78981326760705
4114,-17.01618312248225
4115,-19.52329141844133
4116,-34.47108659415357
4117,-23.81991636773541
4118,-21.13196835804759
4119,-20.52043719748922
4120,-23.66387932162931
4121,-19.57000264410828
4122,-18.81051639349861
4123,-25.16379595164385
4124,-27.06040001010593
4125,-21.429746081133754
4126,-26.93860309564957
4127,-30.154679127985517
4128,-26.295097380656525
4129,-30.972543181559317
4130,-24.024497252975703
4131,-19.068771597887626
4132,-19.070494063351862
4133,-22.259299236821526
4134,-28.16908795869089
4135,-24.362938170522877
4136,-27.472436376834374
4137,-25.0223366610972
4138,-21.710318659531644
4139,-27.840315029780278
4140,-19.396548730107604
4141,-22.07938652966448
4142,-18.53893140858304
4143,-22.0853088951362
4144,-23.058533496109316
4145,-32.67877964593249
4146,-24.011484878125064
4147,-23.94146905820232
4148,-33.50539018977185
4149,-21.542697542648938
4150,-22.14646988679496
4151,-19.867585484846515
4152,-33.44066826919185
4153,-21.217325221294796
4154,-27.196390059668065
4155,-24.217176854392388
4156,-22.221130602094867
4157,-18.72726118330423
4158,-21.792560619446828
4159,-22.199730244949112
4160,-25.13907381874284
4161,-22.807611426569558
4162,-19.152477975785242
4163,-23.35622844253802
4164,-27.313824746997348
4165,-27.43102695613389
4166,-21.209011080277985
4167,-19.402243797732606
4168,-21.888914962254685
4169,-24.626251905069946
4170,-22.532317731527993
4171,-24.1691210845574
4172,-20.702746374520093
4173,-29.603253822011688
4174,-19.768389224671733
4175,-20.70954750181439
4176,-27.423333039292704
4177,-18.862025726387525
4178,-22.1642086067883
4179,-23.118607226177296
4180,-23.364389915983683
4181,-17.2922647305299
4182,-20.594173917243317
4183,-21.739757022761168
4184,-26.168838778971644
4185,-19.059728724296072
4186,-21.891507246065252
4187,-21.387318740403224
4188,-25.78447118269343
4189,-20.60920097748054
4190,-32.268231293019355
4191,-23.782621619174
4192,-21.078815875745647
4193,-31.481628654759685
4194,-20.50659771331498
4195,-19.3660559562128
4196,-27.298619064354856
4197,-17.60567294939649
4198,-29.619498914630512
4199,-28.137906891305327
4200,-18.422971006264184
4201,-26.614680312079816
4202,-23.795112656935935
4203,-17.309429708054
4204,-17.27939282141471
4205,-15.148959869354123
4206,-22.07947317174856
4207,-25.515608015978536
4208,-23.264827904133377
4209,-36.925647622872695
4210,-22.01623517542351
4211,-22.889315649409742
4212,-21.72438516523329
4213,-30.047863042539827
4214,-19.332196050501206
4215,-25.68129774781054
4216,-28.136713877303
4217,-21.984570476155813
4218,-19.5591468099283
4219,-33.75081981002529
4220,-19.383017378749113
4221,-24.90002219128547
4222,-29.623952082377524
4223,-32.16761844445053
4224,-20.270425414043242
4225,-23.923385926883327
4226,-26.095949902801358
4227,-22.912727528521405
4228,-15.641070824717685
4229,-18.78385207336349
4230,-29.76214233090453
4231,-16.11935002858287
4232,-24.2761364058881
4233,-18.991496949892447
4234,-17.90251416456262
4235,-29.071558906834014
4236,-18.85033165258736
4237,-20.56483935611916
4238,-31.492941710927315
4239,-17.054939550723308
4240,-21.95444164216627
4241,-17.313726601628705
4242,-26.91784108713323
4243,-31.107578136024554
4244,-15.328265098360632
4245,-21.34701228697365
4246,-19.530769338100704
4247,-26.485984274684125
4248,-19.217688280050513
4249,-21.99878363348541
4250,-19.56090828853069
4251,-17.182374744575867
4252,-25.766223194768674
4253,-22.7180563184566
4254,-31.62491525643172
4255,-20.768499789421092
4256,-19.768976235364295
4257,-26.98396049617478
4258,-18.82563303060398
4259,-27.972182466039218
4260,-25.063239063668004
4261,-19.4763949370624
4262,-25.053512210417416
4263,-20.75499732051391
4264,-24.696100761391705
4265,-34.07685916302023
4266,-29.308997914515484
4267,-20.98313134076857
4268,-14.587249907752609
4269,-20.290931401113458
4270,-29.844428027126142
4271,-21.381299827036827
4272,-19.5201974509347
4273,-17.524257517103273
4274,-16.796126886437758
4275,-21.99825720580722
4276,-27.695745500395752
4277,-16.82375653271637
4278,-31.053164385917594
4279,-27.018122005114716
4280,-23.556293663916456
4281,-27.077408617251503
4282,-19.03203280044792
4283,-22.091230875026486
4284,-25.008672957432825
4285,-26.049262027840474
4286,-30.168841037643844
4287,-21.39383454463089
4288,-17.21450730174195
4289,-27.913192460903506
4290,-19.505700072999726
4291,-13.680953798793663
4292,-21.515461096803566
4293,-23.01103465680576
4294,-16.62707432094567
4295,-30.424598406044613
4296,-23.149703845110864
4297,-24.238524034079692
4298,-17.356256512424093
4299,-18.67601643092187
4300,-16.79302719815867
4301,-25.98552834336806
4302,-20.499255592483884
4303,-23.80635092350515
4304,-20.318129498023634
4305,-17.47449826425519
4306,-21.96107226956338
4307,-20.616968061151436
4308,-22.899414498200866
4309,-13.730161526001611
4310,-20.495248539172735
4311,-20.07640071409785
4312,-18.458000991350644
4313,-17.209634569080514
4314,-18.30669942417559
4315,-26.004063285523067
4316,-17.17595066440796
4317,-17.90628915490167
4318,-20.292818428871954
4319,-28.879627499661744
4320,-24.206241941569992
4321,-23.962493313799932
4322,-26.506374221509258
4323,-20.738352890344046
4324,-23.9484407619733
4325,-20.636631273299017
4326,-16.567390865523684
4327,-36.77449262628658
4328,-26.159118773810274
4329,-20.84965663403642
4330,-16.62211513929653
4331,-22.102045769824084
4332,-27.983967435180425
4333,-22.856527476898005
4334,-18.490410023946545
4335,-18.39429402187175
4336,-18.86789078293094
4337,-25.92415976493909
4338,-19.95833008254761
4339,-20.173540005384535
4340,-20.315600693088125
4341,-22.629348885125697
4342,-18.08847729402944
4343,-18.517344225595
4344,-24.131540623792343
4345,-22.25198268266165
4346,-36.79564678212265
4347,-16.204232979140688
4348,-22.343531599367786
4349,-21.60363527543872
4350,-26.680672591157983
4351,-13.970955472518016
4352,-22.829500852434965
4353,-19.627685068287402
4354,-17.41126803613867
4355,-21.76279646037982
4356,-28.320174327771866
4357,-21.15122766370406
4358,-19.08153524042193
4359,-20.912656599112086
4360,-26.09750864064924
4361,-16.050549259006537
4362,-18.665085975409436
4363,-14.597803408724111
4364,-21.9245090261199
4365,-22.567247136857556
4366,-34.36847033498751
4367,-24.786059890090392
4368,-25.425280241236514
4369,-20.120688259016482
4370,-25.98914019089131
4371,-21.29302120930206
4372,-22.355427432499223
4373,-27.26176093183765
4374,-21.984179755418815
4375,-16.40429540881331
4376,-36.84858919331503
4377,-36.28817952047726
4378,-19.236648136687254
4379,-21.485023767388334
4380,-22.67617105724702
4381,-29.59040922170816
4382,-20.832481322757047
4383,-13.86179317100871
4384,-26.171003344910286
4385,-26.01582174255746
4386,-25.812764473943375
4387,-17.99467784078615
4388,-21.547165005339192
4389,-17.51434159171984
4390,-28.755057886027384
4391,-28.40624341336294
4392,-15.267319141293537
4393,-27.89163834407881
4394,-29.909714150512986
4395,-21.1444099047946
4396,-19.02479248467096
4397,-23.29661327365973
4398,-19.548296530717593
4399,-21.944300208699406
4400,-24.044470456146943
4401,-18.656291672445533
4402,-20.023138684484625
4403,-21.074389566507907
4404,-26.976445501099807
4405,-21.867689927279045
4406,-18.265249182491505
4407,-19.330905302555475
4408,-16.22936121807358
4409,-29.723165772594847
4410,-26.784147191841484
4411,-27.825114799767235
4412,-25.465072781347413
4413,-25.056514633441353
4414,-28.59798814709895
4415,-25.265686990012878
4416,-19.097700471974626
4417,-31.960809542058946
4418,-28.349955911857002
4419,-29.78845549712341
4420,-19.90364914009375
4421,-16.042073300569196
4422,-27.383168603454358
4423,-32.919360751759335
4424,-21.71282460714496
4425,-24.623895267323594
4426,-25.231285355633677
4427,-21.772486732750387
4428,-30.079877395524395
4429,-16.13473882665244
4430,-24.74072984130343
4431,-22.578815784461792
4432,-15.968137702516314
4433,-24.01518324144169
4434,-29.03285000873206
4435,-19.026558096498466
4436,-18.31093062253251
4437,-30.00200602762242
4438,-31.240517581154368
4439,-22.483336114663263
4440,-25.403488770861998
4441,-15.637397907495112
4442,-17.280730685373836
4443,-18.21400307872462
4444,-24.563972278834488
4445,-24.372564372241175
4446,-19.281873036851167
4447,-17.415446752180973
4448,-20.320071629203994
4449,-24.268648400586063
4450,-18.258458208624067
4451,-27.268834318779653
4452,-35.907909296100705
4453,-29.223261733623165
4454,-25.18165370577596
4455,-21.955714352621992
4456,-14.40593540433446
4457,-19.107820858782116
4458,-15.969869120779371
4459,-24.91649519668507
4460,-23.64000318537377
4461,-21.469099183434185
4462,-27.847571353383206
4463,-25.752598409950934
4464,-16.14719898251174
4465,-20.443984917252465
4466,-24.14162438947469
4467,-16.076515736023808
4468,-25.978933081028224
4469,-21.80138791380122
4470,-16.721118532528227
4471,-20.344266113520792
4472,-25.457915660387236
4473,-28.63714944411462
4474,-22.370723532044778
4475,-23.86230127935701
4476,-18.80438812519794
4477,-23.89603700719089
4478,-22.545446795849273
4479,-22.87260902161206
4480,-21.091484409829818
4481,-17.416990490441435
4482,-19.419706532990098
4483,-23.34580151141738
4484,-29.807357523989005
4485,-21.16561907943838
4486,-24.9111602882093
4487,-20.244267808794223
4488,-18.281551579840848
4489,-25.208535489076873
4490,-15.819611890847291
4491,-19.394774082257886
4492,-19.014336707913717
4493,-21.983989484208532
4494,-19.746997941974502
4495,-17.040911613453858
4496,-20.303058674017482
4497,-28.614942874163866
4498,-23.245487239502744
4499,-23.31014863883143
4500,-20.10140691794153
4501,-21.42417385613731
4502,-18.411883848577393
4503,-15.287937106702854
4504,-20.481167097882622
4505,-17.854550372020142
4506,-15.567266076002385
4507,-28.73846743172306
4508,-22.79712477331158
4509,-17.843819325174454
4510,-18.065756933217294
4511,-26.91736645556339
4512,-19.427135393032135
4513,-21.490286273861287
4514,-20.945378415637673
4515,-23.742257949290533
4516,-21.256761143398037
4517,-28.101648740754307
4518,-21.8611712056691
4519,-20.90470660103803
4520,-29.327246428625536
4521,-25.611848225139386
4522,-19.29177563035519
4523,-25.4833033431998
4524,-24.247228169473903
4525,-25.93550675501339
4526,-28.600496449590334
4527,-26.580013811000175
4528,-21.158249612850497
4529,-28.031676749581088
4530,-26.52847240159111
4531,-20.005237033672653
4532,-21.427103075609917
4533,-38.26760548310504
4534,-21.462414104832146
4535,-16.005038703153158
4536,-26.109780624703237
4537,-24.075455846124015
4538,-21.33012979188112
4539,-17.901741427682804
4540,-24.271671452165506
4541,-25.29811317996118
4542,-23.738422556318245
4543,-26.71773013361768
4544,-24.330187141480152
4545,-18.65697691951769
4546,-24.06910077095737
4547,-24.220024425104164
4548,-30.03845582592253
4549,-29.126285905221938
4550,-22.068503722361875
4551,-25.98168293494069
4552,-23.3803776478751
4553,-28.78478162091012
4554,-26.80968869246683
4555,-18.58843078929032
4556,-19.591743069410214
4557,-23.986242998165476
4558,-22.432362070483116
4559,-17.86847006710093
4560,-25.743024054210284
4561,-17.375949298789678
4562,-33.469316659725884
4563,-20.379015568472102
4564,-18.867513794281116
4565,-23.867009436827548
4566,-22.196154771952273
4567,-19.24964245203652
4568,-23.294774526222053
4569,-28.346087730362733
4570,-15.879630101247097
4571,-24.252993636451308
4572,-13.086430157071225
4573,-26.006679672767053
4574,-17.96747597597251
4575,-22.550341145053206
4576,-31.312736983145257
4577,-23.402466331113775
4578,-18.09221063380702
4579,-25.167416689621085
4580,-18.45105566882937
4581,-21.104334532022783
4582,-16.665567838880317
4583,-19.672155185530585
4584,-23.097636575166135
4585,-25.83260849629671
4586,-22.727416206226994
4587,-16.25435538838238
4588,-23.870723277382595
4589,-20.79593335639773
4590,-16.01580583967594
4591,-21.797681039788383
4592,-27.220057317686774
4593,-26.75302198535346
4594,-21.437641266812136
4595,-21.090139699896447
4596,-16.430338696107725
4597,-19.248434229035738
4598,-14.599612701824654
4599,-20.114748001155323
4600,-28.11293713419765
4601,-17.273269268593392
4602,-21.80306659831017
4603,-18.41021110196205
4604,-19.746625950748573
4605,-25.107526946915396
4606,-18.95340193357739
4607,-21.53953727604299
4608,-21.235071544321173
4609,-19.86039725330212
4610,-16.97869035195883
4611,-16.71023352612938
4612,-32.79237091655378
4613,-27.475374455406914
4614,-12.459726075306223
4615,-19.255503874399885
4616,-21.72217767115956
4617,-24.721993995700256
4618,-21.309431917737157
4619,-16.88919738224113
4620,-22.54745909096179
4621,-19.355807132778235
4622,-24.83685364165231
4623,-20.99634613718201
4624,-22.096133866332952
4625,-15.291341555826431
4626,-26.056661430873774
4627,-37.50023973572205
4628,-23.900663861049384
4629,-18.585792796565023
4630,-20.813672533421794
4631,-14.388239188918487
4632,-17.164061002433115
4633,-24.738463510869913
4634,-24.719455415266776
4635,-22.82151461525744
4636,-25.341253277857756
4637,-28.80990193093686
4638,-22.078415734663643
4639,-31.47769464070154
4640,-20.79917948998466
4641,-19.027735920779474
4642,-16.540076327917355
4643,-15.379150362250465
4644,-28.22137642960897
4645,-19.321474047029845
4646,-21.924765803225124
4647,-22.06163599675914
4648,-22.298966063457602
4649,-24.225983330186644
4650,-20.11639814735814
4651,-22.059769112577754
4652,-28.738136219363373
4653,-24.298940211068444
4654,-24.56011051183649
4655,-24.43460351994228
4656,-19.807422140163407
4657,-25.523995190743513
4658,-22.106893891454167
4659,-21.112888707384354
4660,-30.52320157101837
4661,-20.539599305236973
4662,-20.048081842608703
4663,-18.254756455096533
4664,-21.543954931440066
4665,-23.581115530373594
4666,-19.83147086292464
4667,-25.24494704304028
4668,-27.437945980587255
4669,-23.587949388268388
4670,-10.157511028700094
4671,-18.65137927474483
4672,-26.641618529777688
4673,-24.97651031824983
4674,-18.05620089751618
4675,-14.042170741593596
4676,-15.776268178613947
4677,-18.328375362633324
4678,-16.890406771437334
4679,-23.739893135485076
4680,-20.714132688468002
4681,-17.938058618383362
4682,-18.21541739211732
4683,-19.351748355904398
4684,-21.399370994585514
4685,-14.82964503723676
4686,-22.13756886536695
4687,-22.283541704923994
4688,-35.05333169330956
4689,-20.600164484408882
4690,-23.599706641569593
4691,-23.83554167699491
4692,-27.27395769499865
4693,-17.39647431138492
4694,-18.686224300545454
4695,-9.247486645529309
4696,-21.551594538649656
4697,-22.47842491924882
4698,-12.791500376509319
4699,-18.870648148162058
4700,-26.997631771169264
4701,-16.06254276223514
4702,-24.83232217032761
4703,-26.416593448360764
4704,-19.114271340558588
4705,-16.298437236043508
4706,-21.70370672035495
4707,-21.6415144752822
4708,-19.817934246010143
4709,-19.324447273711197
4710,-22.811063339441976
4711,-30.66936035175426
4712,-25.478968718610414
4713,-18.346969143734206
4714,-17.271050078406546
4715,-18.233414975670495
4716,-25.522386967218086
4717,-23.38424725780288
4718,-19.02888620446793
4719,-20.720628209807312
4720,-20.562516883994572
4721,-18.300255216408186
4722,-23.623601925934704
4723,-23.27470548867473
4724,-31.238498552114017
4725,-21.473499680200128
4726,-27.356137608880537
4727,-14.875674509411732
4728,-26.189022542107278
4729,-16.868113235338143
4730,-16.850689645174008
4731,-22.213295366443862
4732,-26.23908088681184
4733,-20.62494833214753
4734,-19.954130674764716
4735,-16.85387763376752
4736,-31.327202539516737
4737,-18.347072233274293
4738,-18.58303957255845
4739,-28.837908819198972
4740,-17.90406269213221
4741,-15.948613609148444
4742,-20.66313843020902
4743,-21.037681657922683
4744,-22.360562914442095
4745,-20.98835071308748
4746,-26.184800739293568
4747,-16.156225572197172
4748,-26.096876899935015
4749,-15.29931129131496
4750,-18.598014578294336
4751,-20.758928076923368
4752,-8.707799091362775
4753,-17.88085613308315
4754,-19.05598120866769
4755,-13.48662574748828
4756,-15.091415356026086
4757,-17.878833912888904
4758,-23.268134817323578
4759,-22.66984582018556
4760,-17.89924694362138
4761,-16.76365435814271
4762,-20.11132464610658
4763,-22.078022941468515
4764,-14.343553488209725
4765,-24.103393866920243
4766,-21.09384260721453
4767,-24.987651589352797
4768,-15.5668286889837
4769,-17.277332387806428
4770,-25.0284821627444
4771,-31.443857666891702
4772,-22.64607313527604
4773,-19.609535342017697
4774,-24.685232326447224
4775,-29.054762077791416
4776,-22.413486038706452
4777,-14.035932473222319
4778,-25.354973845038838
4779,-19.233280766991683
4780,-16.912290703546287
4781,-26.63881167841303
4782,-13.799519031928245
4783,-10.298731861700114
4784,-23.314855863393387
4785,-14.507499140140677
4786,-19.65809117648428
4787,-22.881578371363965
4788,-17.699875193431385
4789,-24.26995564329515
4790,-22.797109523582684
4791,-19.31099908597069
4792,-22.640770994292776
4793,-28.967070390194706
4794,-20.14017876203283
4795,-25.009750088764477
4796,-29.900786090275574
4797,-19.825397092700648
4798,-25.40371949453815
4799,-23.825631769990505
4800,-19.91259462410377
4801,-19.048853527657933
4802,-20.65002425962827
4803,-9.551515362462943
4804,-33.450596514078015
4805,-24.24726202421085
4806,-22.09783667307432
4807,-18.979193577289443
4808,-24.20875741782929
4809,-21.783760077799908
4810,-23.621201799715212
4811,-20.431111151368217
4812,-15.344772576194401
4813,-19.026760092089777
4814,-20.256687905581494
4815,-19.64046621262289
4816,-20.042326102986202
4817,-31.439528750819104
4818,-18.190212354202153
4819,-23.619925398645627
4820,-20.582326879449575
4821,-13.272021161541312
4822,-32.73972762598698
4823,-20.483039027674995
4824,-23.0005928451528
4825,-27.548319619059562
4826,-26.637015606996645
4827,-21.26551941315507
4828,-21.827723713514143
4829,-22.666085472874542
4830,-19.863601885145403
4831,-15.051294591244128
4832,-24.727069368019468
4833,-28.1726109494222
4834,-19.51057729446209
4835,-25.084760940223344
4836,-21.054229045004817
4837,-31.4592582836074
4838,-24.90077114812014
4839,-31.820136337737143
4840,-19.918018600053603
4841,-18.729024498796257
4842,-29.960140708636683
4843,-15.829444642848914
4844,-19.3218890214087
4845,-20.910526653566713
4846,-14.820646418043841
4847,-18.707356421560753
4848,-30.60257520073529
4849,-21.406459689450525
4850,-20.218328648288246
4851,-17.172163625361673
4852,-18.323929850900615
4853,-12.592107969691027
4854,-16.698000498770035
4855,-15.810601165157646
4856,-20.572485641326516
4857,-19.291172433194685
4858,-23.934695115854282
4859,-29.45956495506286
4860,-17.335745176447727
4861,-13.657267688519712
4862,-19.881278120716132
4863,-28.435059418869816
4864,-29.128602695518424
4865,-15.937161596321198
4866,-23.78023987593359
4867,-28.033048292293508
4868,-15.202413504748915
4869,-22.57724829224002
4870,-20.753530240546876
4871,-18.162073215615756
4872,-16.445946293750097
4873,-27.53206323848023
4874,-29.04609234222318
4875,-25.59549833145717
4876,-28.08220538005644
4877,-26.053462284540913
4878,-21.810369035736972
4879,-22.111404334497497
4880,-21.52027878373441
4881,-34.37054550095231
4882,-20.422080748565445
4883,-20.799493384210617
4884,-12.671172447775835
4885,-10.189980411042928
4886,-18.913525779237983
4887,-21.959128933568465
4888,-15.17169153391618
4889,-18.992552260169003
4890,-17.92729371918077
4891,-16.68640836462545
4892,-20.599155605002046
4893,-17.551755973547376
4894,-27.0801306851223
4895,-21.33696222834128
4896,-30.559662072181442
4897,-24.299487988237836
4898,-21.220971983971786
4899,-21.406824921249054
4900,-17.102856650648373
4901,-23.70157435025664
4902,-19.93231441361256
4903,-24.083355512546763
4904,-18.992214602767564
4905,-21.31335043426278
4906,-22.107927208468926
4907,-26.112587686615278
4908,-18.090752335118612
4909,-28.669558453989147
4910,-34.296746810888585
4911,-15.954100757590782
4912,-21.077324141917707
4913,-21.22952885017793
4914,-15.769234313645482
4915,-25.623065735563774
4916,-29.202310766598046
4917,-20.789369735076257
4918,-17.585477856768712
4919,-22.766252279207023
4920,-24.89625274960359
4921,-28.06377747294144
4922,-19.248890675695023
4923,-14.17151260236228
4924,-15.523212782089848
4925,-25.063588727364916
4926,-20.905020313540277
4927,-19.877146894134142
4928,-20.31810344618622
4929,-17.147145409772875
4930,-27.583830593684148
4931,-20.380213985803977
4932,-25.8594563659026
4933,-17.742663873332887
4934,-26.52589557971093
4935,-26.78605348241666
4936,-23.874006855439106
4937,-16.658478683514875
4938,-20.941483163496446
4939,-29.413685153104343
4940,-29.579858849682402
4941,-20.454293223592952
4942,-23.311534633951776
4943,-22.89196614458375
4944,-26.026614633445078
4945,-22.815579906433907
4946,-20.685756187915803
4947,-22.109901469172307
4948,-23.00917142976361
4949,-16.244415093641816
4950,-20.29173556622652
4951,-24.90918926577307
4952,-22.3537065703009
4953,-16.822090818577
4954,-29.944279064398426
4955,-17.215863529583693
4956,-26.771713786901483
4957,-24.000382386439764
4958,-24.862804164686995
4959,-20.511378155522664
4960,-16.28615618666115
4961,-15.56168191182
4962,-16.61544250690878
4963,-25.21452390730142
4964,-25.301624956074665
4965,-20.444178563526776
4966,-26.129256219136636
4967,-17.618770041438363
4968,-18.981784272019922
4969,-17.197912043252277
4970,-17.880967962259167
4971,-17.08145253711179
4972,-15.470147494855633
4973,-21.73881521061825
4974,-30.635267266416676
4975,-18.24349005018116
4976,-15.761893763770109
4977,-21.22272293728187
4978,-18.84320342639659
4979,-26.9232579724186
4980,-22.899123014977135
4981,-23.458296520550068
4982,-23.85481217266758
4983,-13.460193870160763
4984,-20.732209269055765
4985,-26.078727035332495
4986,-26.661854107714177
4987,-25.963637185739586
4988,-16.765050226844522
4989,-28.706451004093875
4990,-20.431310334846792
4991,-15.207750105726456
4992,-14.00767371573184
4993,-23.578025717035608
4994,-17.38212653212583
4995,-18.349325938511363
4996,-20.869970661904503
4997,-13.55742937335836
4998,-16.787978580395066
4999,-23.437235536601406
5000,-23.6316655653507
5001,-18.487957420581736
5002,-22.631529172416634
5003,-20.4194243183958
5004,-25.471791940520934
5005,-18.059317802718354
5006,-22.320773092072063
5007,-23.310104976800332
5008,-18.46705726751391
5009,-15.249702789234828
5010,-25.746650358500457
5011,-21.40231128024263
5012,-26.402829119804114
5013,-14.844362800149606
5014,-22.544576216233768
5015,-23.07701068840485
5016,-19.67343112227397
5017,-20.71239473049272
5018,-24.5262571693063
5019,-19.15696105243402
5020,-18.383487548579396
5021,-22.644474500019143
5022,-26.028833140406856
5023,-20.158028538364462
5024,-15.899742012245486
5025,-21.1434207855783
5026,-14.030195496389132
5027,-25.358676561423167
5028,-19.163092904622786
5029,-30.94246721515193
5030,-13.3925866775286
5031,-16.428602614952897
5032,-22.76780463951505
5033,-15.9130615091885
5034,-23.346918311511963
5035,-31.624705230547082
5036,-23.515666226810445
5037,-30.598180622339846
5038,-24.18760224534636
5039,-16.705386155162458
5040,-20.488914361624335
5041,-13.107534254255754
5042,-25.769392672590428
5043,-17.968584466841293
5044,-23.69716527744948
5045,-27.141099143230818
5046,-13.721124989269036
5047,-30.04503462398643
5048,-24.797930474167877
5049,-18.899702454776897
5050,-21.55505773873787
5051,-30.458144312377282
5052,-27.861655652349125
5053,-26.501665511043694
5054,-18.36905701817332
5055,-20.42871768353402
5056,-25.37982962187659
5057,-18.4488417405475
5058,-16.443518212526563
5059,-16.133854356320942
5060,-21.75163172363668
5061,-23.895663273248324
5062,-24.83882599775207
5063,-19.059128937578866
5064,-18.94876228434416
5065,-18.044185698356532
5066,-20.89389067105834
5067,-22.296710798350755
5068,-11.929498646589142
5069,-16.11331039510235
5070,-22.547948946325743
5071,-16.055952873643346
5072,-18.69834130147139
5073,-21.559468873684793
5074,-27.70889418084093
5075,-15.000867916631275
5076,-18.20169540288981
5077,-19.247989801549807
5078,-27.03641233395362
5079,-22.793695460348918
5080,-16.520541856494003
5081,-16.691158116755243
5082,-12.161999257032303
5083,-20.062683639849993
5084,-23.855039591201677
5085,-16.859157795639955
5086,-22.886708570988187
5087,-23.276086509434283
5088,-21.44875100929737
5089,-22.16249902298464
5090,-17.557328315555118
5091,-17.660461372285926
5092,-20.006043030985968
5093,-14.1520538597704
5094,-16.968421862577905
5095,-23.91208723680297
5096,-14.434069502033507
5097,-23.085339995067354
5098,-21.925752148124527
5099,-21.08231005912865
5100,-29.351264365339894
5101,-20.492782564594556
5102,-11.852912583999519
5103,-23.088774114252473
5104,-19.74840950550984
5105,-14.699450168738414
5106,-24.00978652429213
5107,-26.326223506774312
5108,-18.957549642526008
5109,-22.290343840326514
5110,-17.81929774629725
5111,-31.28630806974422
5112,-20.94211254620617
5113,-25.02687333840509
5114,-30.244740449534035
5115,-13.334966586693934
5116,-18.62812243367999
5117,-30.205390594151346
5118,-26.606008023167586
5119,-27.799796129234302
5120,-21.77759510154914
5121,-30.638300758160185
5122,-23.346467889857077
5123,-19.45327075686985
5124,-30.03009904381885
5125,-18.203224943929346
5126,-20.035216693874748
5127,-18.846736063671766
5128,-13.926269833242213
5129,-23.244777753649185
5130,-30.63452244154771
5131,-12.159810883809369
5132,-16.228661778742104
5133,-28.849083073127748
5134,-11.474872842150083
5135,-31.60875610126275
5136,-20.71502814785936
5137,-21.165774074510463
5138,-25.560716030257467
5139,-23.981706525479755
5140,-22.25761061674113
5141,-26.57110931609557
5142,-16.86536281526115
5143,-19.871614653303897
5144,-20.26507042938074
5145,-24.977887998828688
5146,-22.447266508100572
5147,-16.32870512248287
5148,-18.500617765303083
5149,-18.48816304548673
5150,-18.957825167691915
5151,-20.19451125191042
5152,-15.085551691486007
5153,-20.728909901630438
5154,-27.473993501784584
5155,-28.031555783838076
5156,-20.987307939333217
5157,-28.683089402154494
5158,-18.642048249416597
5159,-25.412387814364692
5160,-22.701732716950275
5161,-19.841100981571408
5162,-22.285056610250418
5163,-23.16867974957867
5164,-17.63041183227075
5165,-14.529187675501202
5166,-18.798910768150705
5167,-23.577329448055263
5168,-27.18724872151097
5169,-36.097265067152925
5170,-15.501390038931127
5171,-20.22790489446607
5172,-26.857045934945603
5173,-25.031204699858687
5174,-19.88409373473343
5175,-20.16963370141957
5176,-17.73668360216458
5177,-28.593789558652897
5178,-23.379957641202203
5179,-16.82251338773428
5180,-23.876034270049402
5181,-14.111081655615488
5182,-18.421424064751847
5183,-18.343327740378015
5184,-23.98974385594561
5185,-17.032680152619008
5186,-13.748982765838305
5187,-20.91150300544782
5188,-16.72845468647957
5189,-28.28943757254868
5190,-36.253130195243095
5191,-30.379755848346996
5192,-20.74183821201283
5193,-34.19728904071154
5194,-20.226163611201077
5195,-22.89973968903952
5196,-25.609513899362202
5197,-15.606425563344768
5198,-24.883201837662487
5199,-19.919795464416612
5200,-24.63099079259996
5201,-16.41948441484186
5202,-26.070887221009993
5203,-19.830234602693537
5204,-13.56005846918199
5205,-27.085870326429358
5206,-27.533210738300372
5207,-17.22431327786094
5208,-19.46780317718773
5209,-22.62018803267905
5210,-27.918866423899512
5211,-19.108230296354176
5212,-23.035240179240734
5213,-24.731135369238014
5214,-19.62060343801531
5215,-22.146553957700917
5216,-18.087544453553853
5217,-24.851056485606552
5218,-17.939902665764347
5219,-25.82701136705038
5220,-25.114841559019034
5221,-23.81858476554554
5222,-26.562605868803164
5223,-14.20526967064029
5224,-15.318459086354956
5225,-18.339254554473573
5226,-23.924069927662792
5227,-28.410427067326943
5228,-25.838907491061516
5229,-26.401752937391134
5230,-22.12174395559013
5231,-26.20053986473739
5232,-19.172235949480147
5233,-26.059928690008782
5234,-20.54156839239931
5235,-17.661186903249522
5236,-21.919885760852676
5237,-13.144741996682706
5238,-29.43099056768214
