,Difference (|)
9344,-8.855313186034126
9345,-20.07359800374678
9346,-14.281776037922493
9347,-22.24732228199963
9348,-18.690607782948494
9349,-15.580240767630174
9350,-14.79473312475101
9351,-15.01471233691529
9352,-17.239270975318053
9353,-20.90969627964267
9354,-29.47052221405094
9355,-18.338077503398704
9356,-13.767453700492531
9357,-19.04779316565644
9358,-20.81417532209814
9359,-12.798501572199989
9360,-18.548311018772164
9361,-27.22226274119564
9362,-19.93673777561681
9363,-26.02099545826845
9364,-16.875739799140305
9365,-23.35127064370234
9366,-14.061867309912895
9367,-23.195279362975132
9368,-24.1094513651799
9369,-19.243315324576052
9370,-17.79305223977167
9371,-22.514192150245123
9372,-15.276183600404227
9373,-30.598237029316532
9374,-25.37914466473277
9375,-11.402603621785708
9376,-19.02261001992694
9377,-14.570621264310976
9378,-15.174602867444593
9379,-12.70611050497758
9380,-18.387942806634282
9381,-16.957378302824953
9382,-19.915308303757033
9383,-15.499803212358406
9384,-15.037774332567576
9385,-26.229161368629462
9386,-18.642752199313573
9387,-21.78447040202864
9388,-22.57477988558101
9389,-19.19586291613891
9390,-28.562477928599233
9391,-15.550229950839501
9392,-17.631809549522114
9393,-13.867684058373337
9394,-13.46714634781158
9395,-13.274741265926018
9396,-23.19793980043176
9397,-22.22403453285434
9398,-19.838346342176163
9399,-17.626610232993524
9400,-19.81939897923724
9401,-17.429763049402027
9402,-17.54273814745914
9403,-18.498524087751733
9404,-13.018255420988172
9405,-11.654969816757628
9406,-24.961825978023416
9407,-23.18929110077802
9408,-21.86928145818601
9409,-20.92267436833035
9410,-22.755834024263226
9411,-18.951171461323664
9412,-21.60085731198628
9413,-27.75918160490945
9414,-26.502840746377654
9415,-16.064513087964613
9416,-22.816338232167475
9417,-20.478651073820647
9418,-19.923526181668155
9419,-23.201056736114396
9420,-28.473697043668082
9421,-21.903866484025986
9422,-29.17153537343215
9423,-23.564672140949252
9424,-15.093152557182368
9425,-21.62636264330152
9426,-23.63454922501719
9427,-25.951678366186687
9428,-25.04307362687686
9429,-25.823809215802267
9430,-21.73191633864457
9431,-17.396471788815703
9432,-13.088633581773616
9433,-20.32203238244743
9434,-25.93091383747556
9435,-24.550489128579706
9436,-20.519964820918343
9437,-20.993212075769044
9438,-22.355922952653174
9439,-19.780987994288513
9440,-18.118772944724796
9441,-25.377057092047046
9442,-25.237295424535592
9443,-24.962803486554737
9444,-18.868624943193616
9445,-18.22194900117792
9446,-27.50956710711231
9447,-20.42154464924087
9448,-28.790259805174816
9449,-11.504426723957572
9450,-16.635538052578962
9451,-22.42141242507021
9452,-18.532683769509593
9453,-22.854587187848544
9454,-18.282194676760152
9455,-20.111247114072118
9456,-24.187186752699198
9457,-18.678489783525876
9458,-13.502060214484116
9459,-24.569881869624652
9460,-15.477053385729496
9461,-19.6688981701956
9462,-20.798120014667532
9463,-21.345826461121092
9464,-23.375965110152134
9465,-13.841528404970392
9466,-22.65335428401456
9467,-24.72729756556128
9468,-22.634083603945665
9469,-13.005453363445412
9470,-13.0215950982606
9471,-19.490019291405797
9472,-16.58318173115479
9473,-22.292477924881783
9474,-18.23453961075213
9475,-20.403138123539915
9476,-18.077836803941775
9477,-27.208485872486346
9478,-24.972376473835222
9479,-14.687114757091596
9480,-24.60138406007696
9481,-21.72218340280036
9482,-24.3279181170364
9483,-21.76511991613215
9484,-18.532635067140724
9485,-21.365351788337968
9486,-16.47544166369359
9487,-18.243515860495226
9488,-22.792241268386395
9489,-25.446043549958883
9490,-19.519385671532916
9491,-18.133364146607814
9492,-21.71737669723901
9493,-20.201942135389526
9494,-15.5096610163632
9495,-16.263893685705856
9496,-17.241135366324418
9497,-25.54054717043447
9498,-14.263564139406432
9499,-13.909671243862787
9500,-20.722065913288393
9501,-13.160100694956336
9502,-8.23703832077844
9503,-15.088408961488069
9504,-18.734784506578702
9505,-18.58314965712219
9506,-21.94323227344247
9507,-17.378480976875213
9508,-15.215513099892979
9509,-18.433779386286012
9510,-15.74943932923843
9511,-20.213241583407264
9512,-19.886305409468445
9513,-17.280775008920678
9514,-12.103369500466073
9515,-20.269046354795634
9516,-17.469736933694552
9517,-14.551098872877255
9518,-15.79614950464287
9519,-23.94852542303722
9520,-15.71035781479602
9521,-37.95950525507817
9522,-18.19789930201143
9523,-16.890918108212922
9524,-13.980012560956563
9525,-11.83842139214874
9526,-8.798590868081705
9527,-22.584878579836833
9528,-12.926231600967755
9529,-15.778364692786575
9530,-19.243790849519137
9531,-15.95754130614223
9532,-17.80737576324434
9533,-20.502342259319683
9534,-17.786113096296123
9535,-28.79131532078585
9536,-17.814735777111537
9537,-16.316050075585938
9538,-26.593832948620832
9539,-14.242339160874188
9540,-18.47506717216455
9541,-14.784237133072793
9542,-14.761380598093893
9543,-14.846212727674116
9544,-20.642836121110978
9545,-16.969085805960813
9546,-23.134693238838803
9547,-16.611987943538015
9548,-14.180606804935426
9549,-21.88830733276142
9550,-26.070660004881326
9551,-15.463154295794139
9552,-22.383984348000297
9553,-20.898873071342557
9554,-17.28397992604051
9555,-16.284859512162637
9556,-22.441031650484856
9557,-14.458309187837452
9558,-18.65201849462168
9559,-14.397855664934466
9560,-18.90599454752074
9561,-24.89827390075919
9562,-12.795429959782567
9563,-20.85175547234767
9564,-19.326877033669703
9565,-19.37137615902529
9566,-20.288083425312752
9567,-20.472155401546544
9568,-17.941158279636205
9569,-17.41272834582765
9570,-14.82748427896067
9571,-18.686370438875883
9572,-19.303711684440255
9573,-20.33980796325435
9574,-32.99353754201741
9575,-22.067795573529224
9576,-15.282996125454982
9577,-14.397709714605
9578,-22.36244583291938
9579,-17.748600873232263
9580,-16.311406085775147
9581,-20.038098719393517
9582,-23.507501885107093
9583,-17.249306612837277
9584,-7.785078988580172
9585,-20.94037888495037
9586,-23.62600269914653
9587,-20.871175523478584
9588,-28.892746392099095
9589,-27.77417298743681
9590,-13.2340328185782
9591,-17.029897964689695
9592,-16.350521724019174
9593,-20.963335767100315
9594,-11.370674226562969
9595,-20.80083956903952
9596,-17.98540689642064
9597,-12.46066885531396
9598,-18.745168526238427
9599,-26.737994489936955
9600,-27.26351351994429
9601,-21.29607614241261
9602,-20.225563295426017
9603,-29.38470274386286
9604,-14.755862213082027
9605,-24.434353135028523
9606,-21.510867553107076
9607,-20.002755312931708
9608,-17.638853723537167
9609,-28.310200858141876
9610,-25.31386912864398
9611,-19.66734954885172
9612,-28.436360334205258
9613,-15.990518383428078
9614,-12.949197628717545
9615,-14.488395585760534
9616,-25.686342726511455
9617,-18.955039491958328
9618,-25.097539094673976
9619,-20.308795893658168
9620,-13.992596797703465
9621,-18.85925843973389
9622,-16.55445952798237
9623,-19.13915216240456
9624,-21.48853301276124
9625,-14.235958455214202
9626,-32.01631427408947
9627,-13.131328904243793
9628,-13.948983215276932
9629,-13.9509839655166
9630,-17.06474377890868
9631,-18.011541484788626
9632,-14.156449064876561
9633,-27.075908785033146
9634,-11.033947317287133
9635,-41.23158214236765
9636,-24.896960890382132
9637,-20.395005890957332
9638,-14.089803945141572
9639,-26.050579454625936
9640,-15.107385903825467
9641,-16.9272811858147
9642,-18.610305652096887
9643,-16.61365033283255
9644,-17.300082811165908
9645,-13.973540542629376
9646,-14.570745919100707
9647,-19.62405963796525
9648,-26.310270894837476
9649,-11.602262669868132
9650,-26.790878039341838
9651,-15.130972183190012
9652,-12.41617401566345
9653,-14.5697306006268
9654,-17.4211754090596
9655,-28.317603149667423
9656,-20.740899738949075
9657,-26.38923189946571
9658,-15.974909530882096
9659,-25.62443795770842
9660,-21.141022674488088
9661,-15.280796291646645
9662,-17.544924153131095
9663,-13.126928346582298
9664,-18.144471768359384
9665,-15.982528005033236
9666,-14.163796531645229
9667,-18.64453536222651
9668,-21.28412172973221
9669,-9.43994320669164
9670,-16.190835236537787
9671,-27.03208407233597
9672,-10.466240718041963
9673,-20.620862669655967
9674,-16.14448604149028
9675,-11.788749381276132
9676,-19.4409355419749
9677,-22.3668312208317
9678,-15.406382584625865
9679,-15.533554517256967
9680,-14.943420224123097
9681,-19.835115813599668
9682,-16.893753970613727
9683,-16.637229716215842
9684,-24.879239914933496
9685,-21.169413441692523
9686,-20.638772248938835
9687,-18.62947867144953
9688,-16.62216910420184
9689,-15.020703686944088
9690,-14.76994660145053
9691,-14.21773335569773
9692,-31.19340414532159
9693,-13.990846811314185
9694,-9.727557552024749
9695,-18.839320496629263
9696,-18.489869272915715
9697,-21.775010321938996
9698,-21.066836449426408
9699,-15.420871695306039
9700,-10.55139899767394
9701,-13.578928486746912
9702,-24.932675848747355
9703,-19.267129016347074
9704,-16.90481387276236
9705,-12.800728267506466
9706,-13.722876070296124
9707,-18.928215265441814
9708,-11.140997486943037
9709,-9.971021995408561
9710,-13.345565349881504
9711,-20.644408264975244
9712,-16.465201081070525
9713,-16.778863698786175
9714,-25.65466210501776
9715,-40.5330988745036
9716,-17.72731986725711
9717,-13.792067466697663
9718,-20.554195253172526
9719,-17.302978596481246
9720,-19.74566205329342
9721,-17.07519763829803
9722,-24.77805857204542
9723,-27.13491091191845
9724,-20.503534418594004
9725,-10.525749890427834
9726,-10.867089057339564
9727,-22.678558103065768
9728,-20.835396785445866
9729,-13.493092615020707
9730,-19.528659277849375
9731,-20.17495982446519
9732,-16.351057795100587
9733,-25.445025693475724
9734,-20.190950992476814
9735,-21.54117567734679
9736,-15.413881228888235
9737,-14.838351969965046
9738,-13.390672803013828
9739,-12.96435167909305
9740,-21.8598412021107
9741,-15.553817639731783
9742,-18.23269935343108
9743,-17.369301606373597
9744,-12.287340273758103
9745,-12.275323416798013
9746,-7.764482305834877
9747,-16.752160862795343
9748,-22.93654184901903
9749,-25.626209244539123
9750,-17.735609981369436
9751,-15.729268003414626
9752,-13.798723681342404
9753,-15.539541835151121
9754,-17.57908445704636
9755,-23.95475271411794
9756,-17.161854797968115
9757,-14.009180118292234
9758,-12.991985872456286
9759,-19.783893637630385
9760,-19.35722826589478
9761,-14.10479548976254
9762,-17.37564767891474
9763,-23.067015848641464
9764,-24.096079987157616
9765,-17.954797392297458
9766,-15.351418602973466
9767,-13.298551221408571
9768,-21.420752769244764
9769,-12.98915331767286
9770,-24.762196524187964
9771,-18.29763172674145
9772,-16.90334751664149
9773,-25.70380621584444
9774,-15.239841943278263
9775,-14.736527656457982
9776,-14.263187811403032
9777,-26.847247739043432
9778,-15.755274829154546
9779,-23.120048332279165
9780,-17.313327623200745
9781,-15.959109606782937
9782,-11.596119998309307
9783,-10.675573738952343
9784,-13.263765425159457
9785,-18.459745121140728
9786,-22.599678855237915
9787,-14.601318430494052
9788,-10.457266788376923
9789,-19.072802048321194
9790,-16.121095444398787
9791,-14.045628487519622
9792,-21.02961201865668
9793,-24.10607741258205
9794,-26.770800876498143
9795,-17.734584209216468
9796,-9.13594711514835
9797,-27.462225168721556
9798,-28.142554151769378
9799,-22.208255888371376
9800,-14.666295905882036
9801,-19.7268304242942
9802,-16.72605952709324
9803,-19.30089849809994
9804,-14.7936019799065
9805,-15.864158980432874
9806,-15.405549220815619
9807,-17.144932629012835
9808,-21.975613802182444
9809,-22.720495940449467
9810,-15.182427137642224
9811,-20.644677716689458
9812,-19.87854529036693
9813,-15.767202337694243
9814,-21.63883047420331
9815,-28.634968151053705
9816,-17.849819285150716
9817,-12.657886144206914
9818,-14.08731537370265
9819,-23.76330962240873
9820,-14.80135114391995
9821,-20.248805518308835
9822,-17.748278893691708
9823,-17.501364522652892
9824,-20.969735566107843
9825,-21.22971245480655
9826,-29.29837302943579
9827,-15.519550316594716
9828,-19.28697526998483
9829,-16.46398714004193
9830,-18.6990882544426
9831,-19.114159558001482
9832,-20.590898813826957
9833,-28.305090368206216
9834,-21.179404466813665
9835,-15.360787968126104
9836,-17.553764424527266
9837,-14.133903263423607
9838,-20.23106597074541
9839,-11.0043948838137
9840,-14.22051239061966
9841,-11.402441070244144
9842,-18.219375734863267
9843,-20.243505866693496
9844,-16.319081571897403
9845,-12.085896592493118
9846,-10.302917432800072
9847,-17.605137066755375
9848,-22.418411479154383
9849,-18.511295759107057
9850,-14.96161751902933
9851,-24.66299607114466
9852,-21.842737878976553
9853,-14.624959374396438
9854,-21.50279611238039
9855,-24.68713019083566
9856,-14.195557688883397
9857,-27.658373960695933
9858,-19.097426950001466
9859,-19.840991188300617
9860,-14.275300567128669
9861,-21.392652199541896
9862,-21.790551370702268
9863,-14.03022893395828
9864,-6.879830393825675
9865,-12.412789538451795
9866,-20.809745578554086
9867,-21.346696683307954
9868,-18.08778563841284
9869,-14.355824370130142
9870,-17.49859340905658
9871,-20.871106172858163
9872,-10.77005786387306
9873,-25.139049234527626
9874,-13.722225248211375
9875,-18.512349670579983
9876,-15.903219311745158
9877,-14.513257229155803
9878,-28.241129394489604
9879,-16.23789917588178
9880,-19.681849462165317
9881,-13.214959024196167
9882,-22.69619267329536
9883,-16.146190298949403
9884,-24.13544972652721
9885,-14.043978014673542
9886,-17.272289045757397
9887,-19.35359106104037
9888,-16.581291528486855
9889,-15.947523076184266
9890,-13.275458211847074
9891,-12.540923827242
9892,-13.363885720972476
9893,-23.964415981719593
9894,-20.60558239186923
9895,-12.852328464112624
9896,-11.44802843667746
9897,-11.234936410704536
9898,-19.739099969438175
9899,-14.724384241950329
9900,-22.350561916228273
9901,-22.90277995432702
9902,-14.96314749241806
9903,-13.604248095032524
9904,-16.545846443244805
9905,-12.619106614627306
9906,-30.296996327673895
9907,-16.889639011874305
9908,-15.792200892312463
9909,-26.422718865752618
9910,-9.232810758698204
9911,-14.86626261394981
9912,-11.164374194817585
9913,-22.35660697262173
9914,-17.737334673260712
9915,-20.73331504527567
9916,-16.665631654667255
9917,-25.669988716990957
9918,-24.53281651669213
9919,-20.521734335014052
9920,-13.851765338197565
9921,-25.221787376189187
9922,-22.558757218659128
9923,-18.85946530305782
9924,-22.802270983746375
9925,-13.537918052212108
9926,-16.291940284974213
9927,-25.47974070836513
9928,-16.914924288144174
9929,-14.821351311935734
9930,-20.971273641986347
9931,-20.157570826558675
9932,-23.850924766892692
9933,-20.391557826590738
9934,-16.47274911810938
9935,-16.73784982184964
9936,-14.448238516389141
9937,-21.714912915378694
9938,-20.60215535983091
9939,-16.7944836463855
9940,-17.56832485082949
9941,-14.146697599719804
9942,-19.267195621154922
9943,-13.517871320181166
9944,-14.929630468791004
9945,-15.818884635592912
9946,-16.27520901772593
9947,-26.022430062978824
9948,-26.570456736518988
9949,-17.62320147891444
9950,-26.161202218335912
9951,-13.485059143168629
9952,-25.200251468378585
9953,-16.60767985419215
9954,-24.843867198796648
9955,-18.303393585546036
9956,-31.623205621834003
9957,-16.103702968616435
9958,-33.62108578398021
9959,-14.42738869307961
9960,-20.99872360952167
9961,-17.792261208768785
9962,-19.268069392161188
9963,-23.567376306156866
9964,-18.608041866603696
9965,-18.020585462524117
9966,-17.807242905282767
9967,-18.14138499825739
9968,-18.198562331838435
9969,-18.5035294544951
9970,-27.791752249196612
9971,-17.559863725147157
9972,-26.55963976197403
9973,-22.42340674271781
9974,-17.926470535307054
9975,-19.175566300273353
9976,-24.5139178787366
9977,-21.9162444588368
9978,-27.330779169034212
9979,-17.65145225429417
9980,-15.752352291489746
9981,-12.768519605569685
9982,-20.129320437022308
9983,-25.042534053335654
9984,-18.652141603170612
9985,-15.237773546858405
9986,-24.16481690291182
9987,-23.503562872849052
9988,-24.76308351354637
9989,-21.369719282177925
9990,-14.308484758975947
9991,-23.163254274642277
9992,-23.866210520705916
9993,-13.703258025602993
9994,-15.148521188847747
9995,-23.671740792464472
9996,-27.17659090152037
9997,-16.448836427471175
9998,-17.749159543717955
9999,-20.044054278609078
10000,-22.49253927925971
10001,-23.200095447885897
10002,-16.254852333097677
10003,-17.962238213379198
10004,-20.793384157842166
10005,-15.90156183153576
10006,-16.44056173505888
10007,-26.442632184780635
10008,-16.074641287859734
10009,-20.924382231885037
10010,-22.347380920415837
10011,-14.747061537782345
10012,-19.634636115982453
10013,-12.972804223029526
10014,-22.494432456507624
10015,-15.694219331010164
10016,-13.299048798350459
10017,-16.031781379268295
10018,-21.232818562335385
10019,-16.22915352639914
10020,-24.347984944852943
10021,-26.311327195990806
10022,-16.74207430639317
10023,-13.086307677680463
10024,-11.538589965167054
10025,-26.64258698863902
10026,-13.912199243432518
10027,-15.728393843136885
10028,-18.892029821493722
10029,-24.96529369165018
10030,-33.238791913196486
10031,-17.727432900166175
10032,-23.95935851128398
10033,-12.141960749943898
10034,-24.59789763251235
10035,-15.525180850460643
10036,-19.398976077315652
10037,-13.474693458694526
10038,-12.83527144721237
10039,-14.844224494735997
10040,-17.471286435078103
10041,-12.942760922513957
10042,-21.180563206375428
10043,-26.167482792025652
10044,-29.136071518981595
10045,-27.616987416826845
10046,-18.653034011147238
10047,-19.32403077712077
10048,-15.868808354794218
10049,-8.193520564183343
10050,-8.108338669361018
10051,-11.865763865906304
10052,-19.606830155793183
10053,-16.361866673792168
10054,-12.472654929509915
10055,-14.799109665709656
10056,-19.357353941416417
10057,-16.79568244885804
10058,-14.16158696538742
10059,-16.76792162065939
10060,-17.167095075654366
10061,-9.61155658105852
10062,-12.582737081699255
10063,-27.797902450782388
10064,-17.389365755484018
10065,-19.36762826320838
10066,-10.432337861252654
10067,-18.1386726814178
10068,-10.374190825283835
10069,-14.910269760600913
10070,-29.42864097224385
10071,-20.06659146550279
10072,-13.533684642404621
10073,-17.274437509208077
10074,-17.236244871010726
10075,-25.314681603970087
10076,-12.228341900599602
10077,-19.921816565215103
10078,-22.62606599555751
10079,-17.83032223259536
10080,-16.732982459715195
10081,-20.01085964383545
10082,-22.367204976174353
10083,-19.810244438865073
10084,-26.414260168700718
10085,-17.5584864955873
10086,-31.79136884089795
10087,-18.82976659590908
10088,-28.342900400241515
10089,-18.777832421849066
10090,-15.50542653418256
10091,-11.33160942246041
10092,-18.264864067599035
10093,-31.890230967487625
10094,-13.211268767833728
10095,-19.502432407245166
10096,-21.08375764137425
10097,-14.682562096646437
10098,-16.045196563660777
10099,-19.830845068765065
10100,-25.44104274552741
10101,-22.80294669501481
10102,-18.816683562818746
10103,-15.993880230716695
10104,-25.133743219964078
10105,-16.547326038337793
10106,-18.738760269948042
10107,-25.5821812978347
10108,-20.139806968443153
10109,-25.1209482126792
10110,-20.658627268291376
10111,-15.617953372574407
10112,-16.044539837175613
10113,-23.578218563953623
10114,-17.381364609667116
10115,-18.34430877214076
10116,-15.910958961306697
10117,-24.978277876488693
10118,-26.694563407766008
10119,-11.651121802908014
10120,-20.799137649938626
10121,-23.493149797789417
10122,-15.860823852234304
10123,-16.44017938030246
10124,-16.82399334551233
10125,-16.991769525020278
10126,-15.92138182206942
10127,-15.094977572738015
10128,-20.59783028353574
10129,-12.40266705092698
10130,-12.322994486680622
10131,-12.612468950266544
10132,-17.262257779887804
10133,-25.566714211580557
10134,-15.561733421777525
10135,-14.09236796434775
10136,-22.042908700119323
10137,-25.360870150758647
10138,-19.305056589167194
10139,-24.20887613913796
10140,-12.294603490691717
10141,-18.46075910340785
10142,-14.063040415245483
10143,-29.633950179508528
10144,-15.881612403798695
10145,-15.060635632192636
10146,-10.192194450830701
10147,-14.222283634578684
10148,-16.39836222227031
10149,-14.216777150113533
10150,-14.792904724171693
10151,-21.25507653248946
10152,-24.45290112854807
10153,-22.403236754159288
10154,-18.317691926050095
10155,-20.51883486200345
10156,-15.873567478600284
10157,-22.842447182031023
10158,-8.545979885299653
10159,-21.998446061556933
10160,-14.576966440954834
10161,-24.378359422398585
10162,-13.514020575462931
10163,-16.970896413522677
10164,-17.609474986435416
10165,-13.91159044253453
10166,-15.585696381475666
10167,-14.129886527325402
10168,-12.111876000185315
10169,-12.348772405770879
10170,-13.766816013704355
10171,-17.350808738762982
10172,-17.044818220021714
10173,-17.45179557672959
10174,-27.643465050828954
10175,-18.387399830826187
10176,-17.21204688255041
10177,-11.184328784369033
10178,-14.21033474922639
10179,-13.8161741262543
10180,-14.80082331173161
10181,-18.534404365520693
10182,-17.07334841536923
10183,-27.065943269714882
10184,-20.45156683664782
10185,-15.926255230681207
10186,-11.219416087081864
10187,-14.150958422607054
10188,-23.215871611329614
10189,-16.044671354058323
10190,-19.317275109451764
10191,-20.553934154289042
10192,-16.92346000979262
10193,-16.31300008747675
10194,-12.884446489581409
10195,-9.713215735151369
10196,-9.896455917029888
10197,-11.841890441176664
10198,-22.39710168607693
10199,-16.69295087598753
10200,-16.474883041861023
10201,-27.020687259281516
10202,-9.419472719482657
10203,-17.47852728017194
10204,-15.428262000889589
10205,-17.16471299925059
10206,-15.459826768051892
10207,-19.476139823701608
10208,-20.236663570548423
10209,-10.589600629266046
10210,-13.982900494817576
10211,-24.019382277937382
10212,-22.277555471072773
10213,-17.71092020463749
10214,-14.087337098337867
10215,-13.232279232513736
10216,-12.43558498509035
10217,-20.542431767948976
10218,-24.85831580349905
10219,-16.506342582447605
10220,-18.208573994703382
10221,-10.972526901410829
10222,-14.440375656149909
10223,-19.46199643684464
10224,-15.627533090074033
10225,-16.291022318073132
10226,-14.14045396059736
10227,-19.821117224974746
10228,-14.959711679848825
10229,-7.64779170188878
10230,-16.75566741879985
10231,-15.132390535328414
10232,-9.667011125412571
10233,-19.895894510513884
10234,-15.697343267318567
10235,-14.200206375906731
10236,-14.134733319794435
10237,-18.291995344456083
10238,-13.126250171411575
10239,-17.756167539948272
10240,-12.003513708363693
10241,-21.05181288631806
10242,-22.481339056004902
10243,-24.862580992506988
10244,-29.16085198193528
10245,-15.132140395060052
10246,-26.891588953891624
10247,-21.803967720154816
10248,-18.74034216716132
10249,-21.138224271644184
10250,-20.41952281771184
10251,-16.322178614080805
10252,-23.93808530003096
10253,-19.45185220484978
10254,-25.07510362394505
10255,-27.053405736129584
10256,-17.117911868014662
10257,-22.06611949241083
10258,-13.544241788545504
10259,-14.000949186143394
10260,-20.771641401739366
10261,-13.034175597817415
10262,-15.938356287969624
10263,-14.341127027439546
10264,-24.51860962303453
10265,-27.715611851079643
10266,-16.377196178132465
10267,-16.800922910768026
10268,-22.652673216395943
10269,-18.342812348302697
10270,-15.019644204396615
10271,-14.727546846735194
10272,-13.673987058343481
10273,-20.53954983478307
10274,-12.960366762798708
10275,-14.297641985197366
10276,-22.492533803925088
10277,-17.579759247397355
10278,-13.227552325597502
10279,-14.264743470527995
10280,-20.135777294999272
10281,-15.315761723802215
10282,-17.77190603411485
10283,-23.992157490934712
10284,-16.09062867459922
10285,-16.974407787508255
10286,-21.240749685734155
10287,-22.222735101939723
10288,-18.19072949477517
10289,-17.289107304958524
10290,-14.712047430095216
10291,-19.21996380406802
10292,-17.708732702846106
10293,-9.81387852550875
10294,-18.176688158657612
10295,-16.344138747384477
10296,-15.472376223215273
10297,-18.197363111405874
10298,-17.72409817694066
10299,-13.559616938986418
10300,-27.49865034408341
10301,-11.588178408347748
10302,-14.397317306231097
10303,-22.28219248568554
10304,-23.522966131634846
10305,-9.963329425350086
10306,-12.013791604245894
10307,-20.090761692726257
10308,-12.85115615687951
10309,-20.21587973821701
10310,-16.06013951604187
10311,-13.893115712980718
10312,-15.189733998660907
10313,-13.895968993745607
10314,-17.29968936226562
10315,-16.706311037581532
10316,-26.8066903592389
10317,-14.620176967647707
10318,-11.912861065818786
10319,-21.104063964603892
10320,-14.983187859351167
10321,-15.27734458975789
10322,-11.677953172158192
10323,-20.969838014905967
10324,-11.688346645521577
10325,-23.747918145774715
10326,-13.716308756592444
10327,-27.081416362745696
10328,-19.116745749983068
10329,-12.495878634442006
10330,-15.102501998209322
10331,-11.246944175167899
10332,-13.450342171815366
10333,-13.056427095269433
10334,-15.79210345094434
10335,-16.282786651343944
10336,-18.83252924140837
10337,-23.545557395543703
10338,-20.346489720666753
10339,-16.589105521102717
10340,-7.506255244136031
10341,-19.639725458104593
10342,-12.532948112709818
10343,-16.531410881454146
10344,-23.452493623289243
10345,-15.521175979296894
10346,-18.240676480611373
10347,-15.19435093193551
10348,-13.72344006430568
10349,-8.649059020370258
10350,-13.720978517248591
10351,-26.04069554132139
10352,-20.216806316329592
10353,-24.2976600132045
10354,-10.128845202364463
10355,-22.770382552884953
10356,-16.962435890070832
10357,-11.237268971979182
10358,-8.68335762929206
10359,-15.972484679016278
10360,-17.428140658494364
10361,-14.157576787472204
10362,-24.249832964731596
10363,-14.870099129021197
10364,-10.619633480800386
10365,-9.156591920885717
10366,-24.540743050648093
10367,-12.141498564148355
10368,-12.472987420837969
10369,-16.8851556637628
10370,-13.837188628637138
10371,-14.909325386278521
10372,-22.114609565262388
10373,-14.091751251933823
10374,-16.253836116115828
10375,-10.426359473163856
10376,-13.962317025804719
10377,-16.22598381767496
10378,-10.712515801650559
10379,-19.998506839083724
10380,-19.037884302556655
10381,-9.482367944031257
10382,-22.241791598132917
10383,-17.56572677494677
10384,-18.62385362054793
10385,-20.187271587881526
10386,-18.505400359550737
10387,-13.774775767371127
10388,-20.435924249334917
10389,-16.10316966301645
10390,-26.114063986888233
10391,-19.15300625254131
10392,-25.56928018595422
10393,-11.948953553258574
10394,-17.837487652907917
10395,-15.673625920748199
10396,-16.37692997983366
10397,-24.38522250604998
10398,-11.969018254869699
10399,-14.6937988396124
10400,-20.19704752098448
10401,-16.929747931754093
10402,-16.855853050340905
10403,-17.547361346238308
10404,-10.442197842873604
10405,-10.533254889899418
10406,-25.274085805149614
10407,-9.789403973498537
10408,-21.93323079040626
10409,-18.02783291997798
10410,-12.648038893997278
10411,-18.560516649612623
10412,-14.942714991836667
10413,-13.260022245292756
10414,-25.980750315578568
10415,-19.011074574606667
10416,-9.509794262306805
10417,-18.628460893390585
10418,-22.851693258141868
10419,-19.668240647282296
10420,-22.637135474212865
10421,-20.259484519249977
10422,-28.338684590059152
10423,-20.451312413084192
10424,-19.13240950531519
10425,-13.426595102747891
10426,-14.969991276973229
10427,-20.63653173613327
10428,-27.626595660708805
10429,-15.422858616991478
10430,-17.988475486321892
10431,-16.246442301839593
10432,-18.327994443129157
10433,-23.620624717215858
10434,-26.888894520777573
10435,-12.013569583376247
10436,-22.29060632508319
10437,-18.472513993857707
10438,-13.341127738903301
10439,-16.418963640808503
10440,-10.542199863954343
10441,-8.56744425461619
10442,-9.676712812395778
10443,-10.31277902560486
10444,-17.53311315519268
10445,-11.378326427269974
10446,-10.975866738598764
10447,-11.490523317128014
10448,-13.903892231747156
10449,-18.005830311057327
10450,-14.861574151743557
10451,-12.96952208041352
10452,-24.42872450102158
10453,-19.479039255157094
10454,-16.54887988695576
10455,-21.40522607147654
10456,-17.969987963365735
10457,-18.025009679840878
10458,-19.806262906517542
10459,-18.386373711530076
10460,-22.60036056125795
10461,-11.76875738680934
10462,-15.077443745686004
10463,-13.051610498468115
10464,-22.341466267216173
10465,-19.244736732010917
10466,-22.234435862117834
10467,-16.647219714608116
10468,-17.141950195706702
10469,-17.94452694883166
10470,-13.81079467905575
10471,-20.127543333926248
10472,-19.503866174494885
10473,-18.243067809080923
10474,-15.953318621715773
10475,-21.037585419734988
10476,-20.327201148422514
10477,-10.439159538616334
10478,-10.314060439579086
10479,-17.71583521658548
10480,-21.3038719160403
10481,-22.087831667250967
10482,-16.107489145011005
10483,-23.527604168420055
10484,-18.73496091624346
10485,-16.6596753832916
10486,-12.788670174332044
10487,-19.216272134968385
10488,-20.34953683420391
10489,-17.940350233543768
10490,-16.38884289968628
10491,-13.962192524882402
10492,-15.49739525771772
10493,-16.672769177476447
10494,-21.909935776424955
10495,-19.289144487372678
10496,-19.666228314077667
10497,-13.516891600908345
10498,-24.541533521301073
10499,-17.32212656767438
10500,-28.212758837026467
10501,-19.883211164188605
10502,-14.797933426427894
10503,-11.997744034054008
10504,-21.246906585471375
10505,-14.613705425421756
10506,-21.645269644261724
10507,-19.772835995311738
10508,-18.779143799081627
10509,-18.370146848274636
