,Difference (|)
10072,18.127820435309324
10073,12.043172213413143
10074,12.471047367673878
10075,40.47866478349248
10076,13.442425446972143
10077,19.650577801421687
10078,30.721797845496553
10079,11.509587848727639
10080,10.058995892170081
10081,76.37372713765207
10082,29.507476267830008
10083,16.375063232895787
10084,39.130488562161915
10085,21.787150097623947
10086,227.86344083186674
10087,65.37898879890324
10088,600.3965726288865
10089,9.106906814858215
10090,6.917970908456805
10091,6.1985346050747765
10092,294.9534890926458
10093,163.1165269538376
10094,5.270796493296931
10095,12.685260682193391
10096,103.08344274782532
10097,21.13418116968735
10098,12.26545741527282
10099,8.472908083038394
10100,15.340208728388493
10101,15.582594168959647
10102,343.969056056245
10103,5.938348759989547
10104,515.6392611998638
10105,169.35890535049313
10106,13.117255567127707
10107,28.80097305166301
10108,178.5345554692753
10109,27.88102801878444
10110,73.3397805016739
10111,11.318540472604987
10112,9.899878685004383
10113,55.6334060705718
10114,57.478076141190705
10115,8.936514327206043
10116,20.319494108150252
10117,59.18851359864577
10118,19.298443257898043
10119,7.772831745011207
10120,29.173708064303064
10121,200.54303631728627
10122,6.021003441272937
10123,18.174206190151338
10124,103.96472738323725
10125,12.108722172647015
10126,10.49674227843793
10127,27.983666846304537
10128,31.18922017440928
10129,7.406019845328847
10130,7.9616444079883095
10131,9.014235649671125
10132,8.582894337738127
10133,418.8372003445511
10134,15.048030151564255
10135,12.76066894343328
10136,70.69667738971195
10137,595.0539368573993
10138,411.60458055111565
10139,15.195511873303449
10140,7.460547456364515
10141,24.682534916469894
10142,7.066610680013773
10143,5413.071043421854
10144,11.353149832719637
10145,9.150826684095952
10146,5.425397172590917
10147,8.093867366643435
10148,8.67028058461361
10149,10.338909242354323
10150,10.654368318563735
10151,42.531171272732394
10152,33.31536729667826
10153,52.693127532029735
10154,24.100464468380117
10155,22.502002610239273
10156,139.04513342238462
10157,110.9825493050826
10158,4.982610918593528
10159,88.19539186782578
10160,37.522515952931954
10161,564.21489979283
10162,10.256264903208336
10163,53.785894269804324
10164,25.439833779083543
10165,7.221617069220808
10166,15.538911867611718
10167,389.4724549818958
10168,6.4803077030593705
10169,6.222683080608364
10170,8.517498186251304
10171,14.199060533528522
10172,25.980057460833102
10173,12.836547799624924
10174,6952.301987195578
10175,34.75955466784179
10176,13.266109555406732
10177,5.015082744560847
10178,9.224455994612907
10179,8.75931956397
10180,25.812001096884302
10181,15.888458144777381
10182,26.847610062534372
10183,196.42497987181036
10184,26.14809550180324
10185,7.114260223182926
10186,5.002265800017396
10187,18.579349875372163
10188,448.499384943524
10189,10.083655398505488
10190,13.038873062178341
10191,33.39239216965964
10192,10.588197870074728
10193,7.471373019123471
10194,6.8406501786303044
10195,4.592420537112455
10196,5.934732499509678
10197,9.762906887589416
10198,58.5732283440398
10199,6.488217899920878
10200,8.833111940546791
10201,68.87050802824434
10202,4.205764805925892
10203,20.64955727937942
10204,7.933487509394921
10205,20.915667279939342
10206,12.400365306486268
10207,21.138779054193265
10208,148.452066710857
10209,5.595474252386262
10210,11.34815639775883
10211,33.84086225956665
10212,100.6623542954447
10213,568.4073108744509
10214,7.900057570889185
10215,71.18371535047135
10216,9.955500273610843
10217,41.62737292412497
10218,45.627705074565576
10219,11.203752595211917
10220,18.034694040461645
10221,6.2510038449387375
10222,13.488653270045907
10223,24.030383245952866
10224,11.353245766905943
10225,86.20040378694728
10226,8.037679541596132
10227,15.754238063152682
10228,12.56822182228522
10229,4.5833431284393
10230,24.979255799101665
10231,24.134266873386764
10232,7.0593542148710755
10233,19.140530075582692
10234,10.015967035770363
10235,8.41618573036133
10236,5.855715379499534
10237,194.8058194442207
10238,13.410378408874122
10239,83.05816474297106
10240,8.380119618053973
10241,26.813010413676952
10242,1679.2100043620685
10243,188.15153291686016
10244,40.7979846587842
10245,12.304834507722774
10246,49.56146597876962
10247,78.31084405819695
10248,30.178411061978213
10249,65.91328428545879
10250,14.522891328882237
10251,7.68980504324119
10252,282.3603548551027
10253,147.87401952681577
10254,64.97896187632361
10255,392.58096591128725
10256,10.132167321187103
10257,13.575671546250309
10258,10.105687343210045
10259,9.954079552822048
10260,26.05211201578363
10261,6.2509587870615375
10262,8.920988146947462
10263,6.825805049912067
10264,947.9571933788885
10265,192.02128123162578
10266,11.863416720554001
10267,44.7861981421915
10268,38.76159336498131
10269,7.051286618517978
10270,14.728093311577325
10271,7.664558644959639
10272,6.6352935249886125
10273,18.80163691529315
10274,4.736296957393752
10275,11.864829444421506
10276,14.893518459167684
10277,12.320627673685749
10278,9.587669851459012
10279,12.180528095022483
10280,25.988140118414076
10281,6.254920824945468
10282,42.00795784865387
10283,69.94632544990036
10284,8.038354307019906
10285,9.865918911665792
10286,275.2501480850071
10287,16.80409119574289
10288,13.29403543931842
10289,29.406216846754738
10290,58.29424470206179
10291,50.35686695359158
10292,14.37938508435893
10293,6.623001490438776
10294,11.716451678510554
10295,9.482216581207265
10296,13.765124255769228
10297,10.485025569350581
10298,12.91506582536029
10299,7.102851694513485
10300,146.11843292076344
10301,82.82935865037923
10302,6.691303071374931
10303,24.198090051766858
10304,49.91774140143694
10305,5.358402531078881
10306,6.776520572032397
10307,11.692952121950341
10308,8.948312784600118
10309,24.966274671996967
10310,30.02180032399077
10311,8.441493561102162
10312,19.081847848910652
10313,19.140851371738005
10314,101.53312319538473
10315,28.041770576434576
10316,25.331871906879705
10317,6.592564370566182
10318,7.09965802950868
10319,18.183728446445414
10320,7.679609977960629
10321,10.690581745553217
10322,9.89635427105163
10323,22.96188893744809
10324,16.83106159021548
10325,31.176699478098936
10326,10.5661566513217
10327,80.93184246149389
10328,33.62953023569927
10329,5.699645372217613
10330,16.342619446450858
10331,7.853260543408965
10332,12.976978454891807
10333,6.350339967948178
10334,12.29980515921294
10335,10.147287135949519
10336,45.87525610703075
10337,44.4000120271189
10338,340.29372288521495
10339,7.685998390224594
10340,4.682321702445677
10341,41.524767570501794
10342,6.179908339101059
10343,33.53812368080282
10344,231.95311820565956
10345,25.50202440274249
10346,36.09985962691625
10347,7.703186251240599
10348,10.082659701276748
10349,5.535525043799228
10350,5.829434796200425
10351,1021.582670055229
10352,19.02600069056298
10353,39.819527086563795
10354,4.9867839722116045
10355,22.716368616344386
10356,8.524658460970771
10357,7.570954997823107
10358,4.74841297670379
10359,7.993303467480622
10360,10.080427946753657
10361,12.783958582752394
10362,100.6470281022167
10363,19.640349304825282
10364,13.193140772808805
10365,4.973830248173048
10366,58.000124514128785
10367,7.1687046343968825
10368,6.935519742966507
10369,16.903219212501902
10370,8.761708256098295
10371,9.46299992775935
10372,231.9575708777376
10373,18.3084484612668
10374,11.18196368314017
10375,5.271032748298541
10376,6.861193133308472
10377,10.551491333738543
10378,8.461034764088195
10379,92.37109584660796
10380,48.80944221668203
10381,5.4809669755409045
10382,3842.9281893624398
10383,713.323561298268
10384,13.743264311305404
10385,153.34378032164514
10386,20.664413766478994
10387,31.569417283983768
10388,37.51704900968984
10389,6.183607714169433
10390,488.9631948198873
10391,31.428410790249426
10392,48.720554812758316
10393,7.603380971288944
10394,42.0216523909225
10395,7.555936732233654
10396,22.305593883314156
10397,54.91787140663143
10398,10.106564080096904
10399,11.348791194948545
10400,24.93413060804874
10401,35.17506755300821
10402,247.29443728616437
10403,10.465017338451839
10404,6.924282038177545
10405,6.091516440969585
10406,110.82679053133583
10407,7.045923380920529
10408,148.84055541278627
10409,6.246520396933078
10410,6.162700823401121
10411,8.606962039625978
10412,9.812161718579624
10413,7.776077947766791
10414,352.10504255148766
10415,42.226539025440466
10416,7.275522358780732
10417,15.0684785387539
10418,67.95305502768424
10419,25.8034752542222
10420,440.0185959414495
10421,25.78161612756697
10422,49.998633454766676
10423,522.2679433594407
10424,28.864584033630805
10425,8.088814710337033
10426,10.100487597248076
10427,26.32028860465464
10428,243.92292678911502
10429,7.71252884469272
10430,69.55075925761082
10431,76.06090390806827
10432,741.6930693299375
10433,25.06976337085199
10434,48.01404823272844
10435,9.875288722766117
10436,18.342442402862005
10437,25.782731821054895
10438,14.265200858803782
10439,5.710530106381633
10440,5.848228060299369
10441,4.852391245429231
10442,8.371496054677678
10443,5.834755317155952
10444,12.859035403945592
10445,7.193795044909651
10446,8.815751743843236
10447,5.7045774060178545
10448,13.618034812737871
10449,20.737497769187428
10450,21.925296127337504
10451,6.429252090561208
10452,95.79037439173884
10453,30.861869141574942
10454,37.38933872107911
10455,74.5790703779508
10456,16.70806773013955
10457,58.59503108479149
10458,39.17349074076788
10459,44.25270913752021
10460,15.615799711503799
10461,7.688173212036627
10462,8.856856563493933
10463,5.391767665876397
10464,42.082975320551895
10465,39.480210200885224
10466,28.566346575417377
10467,15.701183062053984
10468,13.708053285864548
10469,7.810116877199364
10470,6.5607040081287415
10471,29.700488467355452
10472,12.92898956295193
10473,195.2947193419805
10474,7.159233916321373
10475,29.056050962356586
10476,21.595730673107013
10477,4.637988690522991
10478,6.8872756556185655
10479,20.75451706106279
10480,11.206209716978679
10481,13.198653709953184
10482,66.88113509430062
10483,28.62786444308766
10484,110.82906447415488
10485,14.128827971668285
10486,6.197736445715121
10487,97.52063332842461
10488,18.158869710085035
10489,144.99911705952567
10490,28.114505581963012
10491,136.18379067429404
10492,7.074342338444295
10493,19.06768951617374
10494,139.55624118279738
10495,10.91205888810877
10496,16.308195355253073
10497,6.591369691205179
10498,43.85256233345536
10499,13.091156882316861
10500,40.77065717978222
10501,16.475470521519473
10502,29.83352848376361
10503,8.465963409417121
10504,48.06698835395317
10505,11.06744172749256
10506,31.063117326654083
10507,10.063602273168957
10508,11.609637886230308
10509,8.488315904588719
10510,66.88813922206039
10511,77.44783968052569
10512,15.151956475893904
10513,6.10174142588844
10514,5.153396183713107
10515,7.553511443693218
10516,22.910906854439535
10517,1620.3297162606282
10518,17.044943583307088
10519,970.8077142601562
10520,11.27882718806686
10521,39.642171447165445
10522,80.83822059837433
10523,29.421378606850226
10524,260.8784907058556
10525,8.915698417283252
10526,6.3023488923080055
10527,5.909981434933976
10528,21.858935476576942
10529,225.50106101872282
10530,146.80524834736372
10531,148.22517072448588
10532,9.258655284867134
10533,9.479948437248094
10534,38.7095415614969
10535,27.788641405045755
10536,360.7176214422847
10537,7.809587815829265
10538,50.49054585133928
10539,17.15988731178933
10540,69.61673888323979
10541,22.59509847165072
10542,30.345156246153437
10543,4.931945359066746
10544,23.803669142619096
10545,8.262168827350294
10546,30.5334977910258
10547,23.21139401953024
10548,11.673278213408922
10549,9.228745940201168
10550,8.235291278736474
10551,48.434763495074094
10552,20.048791773863282
10553,6.39234924207853
10554,9.480827656501141
10555,832.7345712860466
10556,193.7173138564275
10557,12.189673220021072
10558,12.369866273029487
10559,15.585314102890477
10560,1290.690001099961
10561,26.79361247145723
10562,202.89755146595806
10563,45.58767116052712
10564,13.49866797107171
10565,9.651169903819312
10566,99.40169899918546
10567,10.888934395598646
10568,4.667677116492307
10569,11.842551863028612
10570,20.137405633328104
10571,47.59848208805598
10572,71.85127050667755
10573,219.97607996543485
10574,291.50621705864563
10575,195.79815936255915
10576,14.123561917543377
10577,120.85522574809825
10578,22.288275474160915
10579,116.64481532916209
10580,10.595130767281145
10581,50.05213123745408
10582,4.443986158111367
10583,23.29368912615204
10584,30.94549115269768
10585,15.271959423138034
10586,84.54110252120849
10587,15.428613772046587
10588,50.92432693477171
10589,11.327137506611388
10590,19.2307022195842
10591,19.08103258935166
10592,709.2395117632927
10593,4.71744955194621
10594,12.357314410780358
10595,70.75527498972042
10596,27.489716746074915
10597,7.297851827627388
10598,182.66024356849954
10599,38.47821560268002
10600,11.440078696708778
10601,12.127046215155747
10602,340.2552568251686
10603,51.48580713833717
10604,6.236890288992867
10605,686.4087141885652
10606,38.38252530823001
10607,27.61269222472497
10608,11.382305309524488
10609,9.354013600649889
10610,44.563382495924664
10611,12.4314822757874
10612,179.13940409281932
10613,16.135518905926155
10614,31.274392274697323
10615,125.40612125939062
10616,23.541313868741305
10617,17.006607362573856
10618,9.224028835795531
10619,9.67020615860811
10620,12.818750623976063
10621,17.0025058161673
10622,17.56794271582418
10623,101.2721821063396
10624,8.1003493785011
10625,167.20750728316213
10626,49.27663540861999
10627,25.188766241321975
10628,5.393014878007558
10629,6.565072326254247
10630,23.164154599650818
10631,138.02112465243036
10632,65.80844557339383
10633,14.964711655755382
10634,1211.7715962442767
10635,74.63790188910065
10636,238.14932919685293
10637,49.02416857445219
10638,44.08963571148168
10639,18.690154582360236
10640,30.75869434091368
10641,151.81251633325093
10642,51.82394905719645
10643,5.591784931257265
10644,68.41085670238547
10645,72.90232415629335
10646,80.31516348204072
10647,7.100667203205538
10648,23.951504928621322
10649,43.5780051683592
10650,15.860868151340018
10651,28.750021236231007
10652,12.00735611234207
10653,29.033344758691985
10654,5.718916210522777
10655,40.4279199497007
10656,27.431914472260406
10657,18.008631904007853
10658,141.5751023837205
10659,18.46728316160751
10660,438.67491477147087
10661,5.306115284543488
10662,212.70616818737858
10663,11.810111801720106
10664,4.536210773225803
10665,46.175241531831816
10666,22.027408012693574
10667,23.235554909840403
10668,38.2816782930188
10669,19.502748461263792
10670,33.43667817539486
10671,12.107724192170087
10672,41.6204008942005
10673,47.70024960563593
10674,31.084878974870986
10675,142.8083162583034
10676,6.544735852678524
10677,7.431851011503985
10678,87.26973068654944
10679,443.2647925154845
10680,6.840074942683684
10681,23.07885649890671
10682,12.117293902108745
10683,11.105514549902143
10684,7.8633632087187495
10685,7.143830736236584
10686,11.878161225256076
10687,38.544379833137214
10688,309.5064326768601
10689,8.776399303235776
10690,34.00280848171742
10691,553.6864318667338
10692,22.2818031051965
10693,16.320627752505636
10694,18.68655235574762
10695,8.100564031109947
10696,8.652628619936937
10697,18.94401957627489
10698,11.893621559499778
10699,32.65251977554245
10700,19.150320470726335
10701,122.34514703459034
10702,9.576110727845531
10703,8.605267969588315
10704,118.84452729387728
10705,44.15999780115916
10706,53.07466995702914
10707,18.516162226312414
10708,24.341750675254886
10709,23.729153777103225
10710,35.79174280005848
10711,49.46781990594137
10712,16.581463800950115
10713,11.961155195639309
10714,92.4375063738487
10715,136.0048112032276
10716,55.59687970281337
10717,5.067755119421905
10718,8.592788809984537
10719,15.303167026361475
10720,16.901071370253028
10721,15.60682151813798
10722,8.314932459395143
10723,41.04161924650167
10724,8.680474048690106
10725,9.48611030789174
10726,5.2985814778628075
10727,8.48009893030312
10728,152.07891325032162
10729,109.36981956150558
10730,133.79216686160618
10731,17.553615906384863
10732,24.018520758135885
10733,105.81625700475888
10734,8.77170794743512
10735,21.145653869341604
10736,46.44744397496463
10737,6.938832067726635
10738,33.96653219016451
10739,23.06492843777118
10740,43.62282105679892
10741,7.0316913470127185
10742,21.578450283259965
10743,20.53146295280521
10744,14.054969312841987
10745,11.627866484068756
10746,5.395852056410855
10747,51.742193188929136
10748,10.344353075707234
10749,20.734582754312097
10750,135.27255816012627
10751,6.386118002972923
10752,21.65658331813204
10753,13.839363713618642
10754,15.252804707680758
10755,153.1820387947637
10756,37.458889141301334
10757,52.6019891024908
10758,199.77088689321158
10759,16.307389298490506
10760,37.43467111657474
10761,1354.18888661
10762,15.281623300177943
10763,96.30333294178027
10764,76.81674488997405
10765,146.59792129998687
10766,16.171723777809696
10767,10.689845370125397
10768,7.757337787495851
10769,8.819004421313991
10770,40.35389586445893
10771,157.9881997022091
10772,17.60619326439123
10773,9.385824086432635
10774,41.65669711146415
10775,8.917214009636847
10776,7.808043562142817
10777,17.659014979984477
10778,29.36023553789022
10779,5.235506332131877
10780,7.685144854385084
10781,42.80291991206564
10782,21.70113468553614
10783,7.622711516790697
10784,78.11971701329779
10785,8.741877000896348
10786,57.89313724339907
10787,23.833158616151323
10788,45.44217134903662
10789,50.108649857122295
10790,137.6694622573396
10791,10.199418669913868
10792,7.303030119829836
10793,14.185161641226625
10794,31.49170043541322
10795,6.437380239623164
10796,11.742674999411665
10797,20.883030855526737
10798,36.250115940177245
10799,5.607429424171258
10800,21.323294572019062
10801,7.24591734035795
10802,8.48288511643096
10803,100.01508520444062
10804,13.24366681116639
10805,18.118170540294916
10806,180.86369960024464
10807,23.424154865685015
10808,45.33834212978058
10809,13.181814618739983
10810,58.20684002299494
10811,8.37420787676037
10812,16.67765904983228
10813,17.475513891682535
10814,5.46100386753012
10815,93.3970668482048
10816,15.557014100376119
10817,66.65463650545635
10818,28.044897766060938
10819,168.2420688511948
10820,9.044375127101143
10821,104.86897084302564
10822,75.68076376548728
10823,10.548350782803649
10824,27.44613839116626
10825,45.72392302858134
10826,34.03950056952537
10827,11.339916299452513
10828,15.294194496951292
10829,95.50964392187288
10830,1236.2355279634505
10831,2887.057237747354
10832,54.66287104040937
10833,39.08444911594845
10834,15.848615452540729
10835,32.0746293797243
10836,6.300809631967505
10837,6.107679412421836
10838,411.48250819479523
10839,6.26668038367342
10840,11.228859108881938
10841,65.41291321334215
10842,7.647459798416359
10843,8.602459263399188
10844,8.44286058090382
10845,6.766116734159214
10846,15.290912717493441
10847,8.832849899141259
10848,7.773970991697684
10849,47.76830217476222
10850,26.941873551659732
10851,22.83509137934017
10852,11.389086518585355
10853,321.4481469760967
10854,104.84328094908663
10855,5.009686222573651
10856,20.188066449073926
10857,16.364431211010203
10858,32.07481986240809
10859,522.6310137325825
10860,5.105255170040757
10861,23.629268546166337
10862,44.60164501030721
10863,5.182565066806434
10864,80.07612405657807
10865,217.16475816914829
10866,48.363205303528034
10867,31.49880907541088
10868,6.470789216679216
10869,5.945322225481633
10870,13.957696538525095
10871,21.329804590826903
10872,28.21184238025848
10873,8.14996304949495
10874,10.537337790700398
10875,12.575738881286377
10876,8.141127884591068
10877,13.27269571275375
10878,14.38670284273399
10879,6.6233048538513755
10880,6.397633928756095
10881,9.957159322668067
10882,6.496162979438721
10883,215.706642767332
10884,10.78571368265063
10885,9.880581255167577
10886,11.309797003762165
10887,7.515550315788481
10888,386.0743928085946
10889,40.67841998038505
10890,16.98391967207849
10891,7.351710599332234
10892,11.53555845302191
10893,26.316628479296266
10894,24.84327688341961
10895,17.858086612504582
10896,25.745183558162836
10897,10.96062258303061
10898,6.25719175321677
10899,7.685121034766625
10900,6.116975702179728
10901,8.842403698133204
10902,246.3976196327691
10903,8.06308548535029
10904,26.088299619445266
10905,10.201431982891338
10906,9.173653841957737
10907,11.353578911295894
10908,11.578365933767666
10909,22.369789239703877
10910,13.02153669095821
10911,1114.0812604963476
10912,18.420841829690186
10913,10.233839657136611
10914,13.533427996968056
10915,26.569584095774605
10916,95.1435024069771
10917,15.085001078318488
10918,423.6139319251748
10919,13.246729574445206
10920,6.313298484492719
10921,11.875433530064832
10922,6.959072319950087
10923,7.827440881533263
10924,6.624452890144842
10925,5.238542163008174
10926,6.640063083080276
10927,9.085331064217478
10928,11.29302580742322
10929,24.823744945224597
10930,146.04101270135413
10931,235.18932033992252
10932,413.4650310907153
10933,34.30819807417369
10934,14.93197271778414
10935,4.885185763822174
10936,7.4031229732103885
10937,99.71118905744626
10938,16.805063300684967
10939,5.26662530212043
10940,149.1118242751892
10941,8.942346564455907
10942,5.591810186131989
10943,105.53144290077886
10944,20.66994678338596
10945,9.784940235372703
10946,8.258896087809372
10947,93.84632544271359
10948,13.946901715278688
10949,485.7719737309847
10950,5.221180125831299
10951,7.870080314449769
10952,54.800273589410686
10953,40.28385550316174
10954,34.40439116423984
10955,40.91880224661404
10956,5.905032718689574
10957,11.720544933965733
10958,21.588200130999585
10959,84.55527748175201
10960,7.525549928657449
10961,21.525105612933913
10962,30.51792829580463
10963,6.217172365245641
10964,69.18384536477599
10965,75.09246936398112
10966,3449.4673887008676
10967,16.264513184564382
10968,12.807229719649666
10969,38.649115160478395
10970,613.452544085407
10971,140.32161854556986
10972,17.323850530266935
10973,51.60486688735224
10974,101.16670498881841
10975,14.93458747772548
10976,15.142469875672454
10977,9.131327366142239
10978,14.77891688791225
10979,40.675755247972205
10980,465.9692380911382
10981,7.1828390426727955
10982,46.27350914072324
10983,20.71615304773836
10984,112.16642084559449
10985,10.187456196455386
10986,28.622471650703094
10987,12.582469349011305
10988,21.269492607021697
10989,6.757600568994904
10990,30.2066752546724
10991,5.225623853982806
10992,53.98278759985209
10993,7.3368499674950955
10994,31.144452965573063
10995,156.77844032122837
10996,22.647060458284354
10997,12.32572564303589
10998,12.068355993698594
10999,48.45589669142646
11000,21.742179970183127
11001,45.76855066614713
11002,9.366587001959672
11003,12.758297390224334
11004,16.38569312229396
11005,7.9511466130938935
11006,23.777915944925997
11007,14.126695935737919
11008,52.37918873969409
11009,12.781928840017285
11010,127.17879404315285
11011,21.445641131478705
11012,4.9966031584720865
11013,61.52462051521699
11014,138.27728352795393
11015,12.068409504526068
11016,16.07327098776831
11017,273.04678950681006
11018,56.14310949320302
11019,41.233202343050046
11020,33.0170882101559
11021,21.19190690185716
11022,12.849991716492656
11023,21.492982725924062
11024,27.51575109333312
11025,15.956966247041523
11026,33.193992458811984
11027,18.24078366323541
11028,59.7573245350927
11029,6.7684029215169055
11030,26.06466331822566
11031,9.118397149349507
11032,15.594329558992058
11033,9.823509518932374
11034,8.511667470587385
11035,359.5618193258368
11036,661.1564183799665
11037,16.69492927122407
11038,13.610560454006922
11039,5.973102041094461
11040,181.25608965701272
11041,8.126534678980514
11042,263.4946277277152
11043,12.723333616317388
11044,23.73775075384102
11045,17.85037088101552
11046,4.536644101693165
11047,74.38601867030779
11048,5196.34914380074
11049,7.586029218725808
11050,7.439538602001505
11051,5.98620973313565
11052,602.2944679309854
11053,13.154584799224757
11054,21.14317597326103
11055,11.199192812236284
11056,74.46931244801134
11057,21.190029522371297
11058,9024.134461051453
11059,172.1117455998866
11060,17.841953477450268
11061,219.82123604932218
11062,25.37687549430259
11063,13.29381281961604
11064,9.92164203599083
11065,8.539386720604051
11066,15.025971088106825
11067,340.61595019409015
11068,9.261196442460044
11069,13.701127283144865
11070,5.511189023111532
11071,12.239440362392093
11072,66.78343263580946
11073,22.136706183698855
11074,333.3532700878666
11075,21.417132825064325
11076,42.37560638209883
11077,10.454906451511327
11078,9.07965203888774
11079,5.9305244357302325
11080,4.373681546380487
11081,4.964615190600658
11082,35.7033080944876
11083,5.517313952916149
11084,9.32226947175802
11085,64.17978970305953
11086,6.457966049941879
11087,8.806471345191618
11088,43.953072582281514
11089,54.21168722402988
11090,15.749094694174996
11091,8.595394754051474
11092,20.1179477272028
11093,32.17517438301695
11094,41.86216558869721
11095,6.419480959235596
11096,28.323203734170537
11097,6.116602344577061
11098,15.930841917766552
11099,60.92747934793378
11100,77.30879764301365
11101,16.965777712097797
11102,43.70656597919973
11103,22.471532743011362
11104,24.44266567233578
11105,35.43012892138621
11106,8.538688470579691
11107,253.4141955901299
11108,10.598215051010085
11109,21.549648083001706
11110,418.51919032992754
11111,10.068372317838998
11112,8.018897308870354
11113,18.989427705549183
11114,12.63870210407706
11115,738.8688085738738
11116,114.2596295036613
11117,31.223085436891218
11118,91.98307994070643
11119,7.177426498971145
11120,62.97764460529747
11121,47.741120059474895
11122,364.80557394267674
11123,10.072731777248123
11124,14.40431580936626
11125,7.851534443653134
11126,14.775847512435913
11127,9.680032907351789
11128,10.42870526649616
11129,52.890322465330684
11130,14.549245992349233
11131,83.42939895299172
11132,363.89240979718505
11133,242.71476285336422
11134,16.63443071006539
11135,18.86695106699535
11136,34.32932025572655
11137,13.864019129267433
11138,9.149671739379402
11139,6.401748900920192
11140,9.802101156377043
11141,126.5379594754134
11142,253.88232689344972
11143,66.05941869388231
11144,70.4355311574076
11145,103.50592582498754
11146,11.34689405192909
11147,30.04192290456938
11148,24.05481731943699
11149,107.79496648972754
11150,6.822650213723567
11151,555.6298311291414
11152,61.832221800474244
11153,30.75195894208821
11154,6.11940610503828
11155,95.98373864694102
11156,43.314005008877146
11157,55.06813631813997
11158,8.4405443913557
11159,14.682212097241926
11160,70.59484115576228
11161,11.64425684263417
11162,37.45725178001073
11163,13.937208350409588
11164,98.88244370706558
11165,10.022031039881748
11166,7.795971215908689
11167,11.188485278073518
11168,50.21355586868563
11169,6.888212705713727
11170,7.288740681283337
11171,8.084221247251845
11172,11.815700634540175
11173,6.766787193704305
11174,11.84574344978803
11175,4.342486247636032
11176,148.3024097814961
11177,22.016928055751197
11178,6.3738870417568805
11179,6.976165446552843
11180,265.3408791787856
11181,39.489547673197386
11182,37.39689285597317
11183,10.443975691537503
11184,11.616809021783817
11185,14.663075995077044
11186,5.302295237008526
11187,200.69989279351432
11188,25.57557529605806
11189,8.316911131008943
11190,13.526623601400173
11191,6.238189340185821
11192,6.618612417717055
11193,13.625808260199207
11194,24.692177034976336
11195,12.2500254230909
11196,9.306528693178112
11197,36.72560957151753
11198,7.705118661111548
11199,6.494403471680569
11200,10.609599204999354
11201,133.29728583299612
11202,9.904200979834668
11203,17.02203331616739
11204,19.143084162323607
11205,646.6755693287928
11206,66.24443144445513
11207,10.651854608634128
11208,35.38414344108269
11209,5.774093395751891
11210,49.52972336209011
11211,29.02968005507349
11212,7.646766744080702
11213,17.033858837319837
11214,8.007878262675757
11215,124.70074529129222
11216,7.092860110492396
11217,11.91106981608994
11218,11.15891288909676
11219,24.02810331786925
11220,4.419569198376162
11221,76.75978007511202
11222,19.01746532816372
11223,48.8612984794118
11224,66.36301135437814
11225,8.91457348853466
11226,4.851326411122551
11227,13.616456270107442
11228,42.898115662232506
11229,32.117984346052936
11230,174.7851024194451
11231,15.300439029888784
11232,14.652145937895346
11233,64.41772959542163
11234,32.870529510326584
11235,6.112546777146772
11236,11.397016003013398
11237,46.101658268149066
11238,5.836671584649497
11239,41.378177079092694
11240,23.073219505459544
11241,14.579066769061729
11242,8.929325469791735
11243,58.505016755807496
11244,21.801161576365608
11245,36.68835862351137
11246,65.72921018005616
11247,16.96228586418027
11248,9.665139384026475
11249,20.387198746220555
11250,57.96331382044055
11251,10.29097540387744
11252,484.6000727702407
11253,7.314446472647652
11254,102.74921115226998
11255,6.526961287143538
11256,11.65205978197468
11257,55.724858948757685
11258,206.82478122835624
11259,5.969587397914154
11260,181.21597305670622
11261,284.87457010812716
11262,29.592097371446968
11263,68.84956448221496
11264,16.068579710794232
11265,10.798435681240495
11266,11.201808904170713
11267,8.237262588324493
11268,60.237783868185325
11269,13.251307260231355
11270,104.82727565939477
11271,17.905123504262782
11272,6.889187160742083
11273,10.569235734509528
11274,15.25593643972836
11275,6.151316466304898
11276,11.857114295718256
11277,12.530078218133388
11278,7.909768952507911
11279,37.59837487330037
11280,24.36020844760409
11281,30.969605930851262
11282,11.871962596186794
11283,21.11932481991226
11284,183.6282260402749
11285,54.285107837926425
11286,7.40445901442418
11287,12.012105064193777
11288,15.816332013775018
11289,35.13115530268349
11290,9.605604636600232
11291,38.264024228821434
11292,41.76542935468792
11293,25.024779882036647
11294,6.319799736110461
11295,30.653508434993665
11296,6.040439653942937
11297,13.66855493790186
11298,7.8841707495341575
11299,23.12147195193994
11300,25.218864359839536
11301,110.51406395420142
11302,78.07675071458907
11303,10.71012740936873
11304,9.991063649802147
11305,21.394163590389283
11306,45.93909347432333
11307,20.76526113548415
11308,16.271692277189885
11309,335.86120976263584
11310,59.384754782282414
11311,10.238759175025772
11312,22.74866166093662
11313,25.008054290731497
11314,15.512160501430104
11315,21.545792743524714
11316,318.76218467327936
11317,8736.523140879475
11318,102.68700783687221
11319,6.417690596157504
11320,37.7458335918663
11321,20.296796478953063
11322,90.0756924056377
11323,65.18891496234014
11324,16.438245764523735
11325,101.30685148853934
11326,96.32274698676171
11327,36.6395722743759
11328,235.72729279581014
11329,39.73319427906636
11330,7.930239884633671
11331,15.265982363884289
11332,18.17602984418663
11333,7.254994467497329
11334,57.71557578112174
11335,13.090858564912589
11336,22.43171653290842
11337,110.68315234591913
11338,10.698242860041715
11339,19.15496445215961
11340,15.928793772602523
