,Local (|)
955,500537658.00329
956,711547133.2475704
957,86278586.66720945
958,613071179.0025972
959,47868367.29869545
960,397764976.21388423
961,379291399.74955785
962,167162643.8731865
963,488965825.24980336
964,797478275.2797855
965,560179513.4896408
966,190170348.82009146
967,388342182.1978751
968,592634846.81685
969,1284047707.0840545
970,294210906.4476944
971,638108478.3555202
972,114607911.39626326
973,1162607032.0213134
974,179420382.14695865
975,311850974.4560679
976,659636081.4639013
977,393984107.5090235
978,211372496.03039274
979,109371238.89892782
980,155223938.25226954
981,516057008.303815
982,1721521230.0999217
983,1050041339.0602307
984,600744936.3514179
985,100648467.76977813
986,883984732.8601
987,922161548.6525942
988,107277111.99238817
989,692866770.7358567
990,539010088.370175
991,114186344.9744765
992,348286003.80093634
993,983752566.7272718
994,465847691.66988087
995,488184610.84360236
996,421521623.64274806
997,991450098.3244168
998,758369206.001441
999,1694024624.8130918
1000,875804586.0806755
1001,847171890.9592552
1002,639297124.6542457
1003,162134391.66850665
1004,389041178.111275
1005,830234842.8611828
1006,946649461.4791266
1007,724667951.7588959
1008,303153402.9540352
1009,506294935.5672434
1010,234643140.12788156
1011,526721478.4425577
1012,354404283.5033418
1013,951481299.4725908
1014,1860299538.2821136
1015,312756495.3879074
1016,642025168.3878807
1017,441908987.7986099
1018,864366944.8624908
1019,1545416180.3617437
1020,299562090.35887116
1021,1415078983.6632736
1022,330117083.607222
1023,171480543.63479757
1024,690976538.9377854
1025,1024122002.8321338
1026,848794707.9626504
1027,1332995160.8463
1028,610555963.3443075
1029,496803341.95075667
1030,1263932796.3407168
1031,848612250.427342
1032,691153940.5508302
1033,669867341.9332583
1034,874290801.0010248
1035,425877518.0385719
1036,115085516.16638945
1037,194102667.07186007
1038,1044896034.6745543
1039,3446975277.3907175
1040,43044011.39321719
1041,429729109.36141384
1042,1696388840.3116524
1043,569493899.0475475
1044,442410077.6963521
1045,714220962.2927063
1046,4614129056.933719
1047,1254712712.3822505
1048,1084796494.3108172
1049,176868610.95451292
1050,2865329466.5005345
1051,534353949.5037377
1052,380302092.92782533
1053,112849784.3255046
1054,1168150444.1076255
1055,511036754.495617
1056,1503312002.5019693
1057,751846630.9870316
1058,669458960.190251
1059,495749177.0771545
1060,224991319.73003793
1061,877767078.5807397
1062,1142862437.9358306
1063,598087643.3462541
1064,2316732868.072447
1065,259882871.21960282
1066,598617300.1054835
1067,470523475.25829685
1068,663920264.5684444
1069,974955810.5935024
1070,959874514.0633442
1071,1080055993.81415
1072,1237867698.6877196
1073,81951646.38347255
1074,1602055572.0126758
1075,363447159.94949836
1076,813547752.7770721
1077,3724676724.813792
1078,2591929277.6494603
1079,1053382009.791904
1080,1305923058.458352
1081,314715405.9146306
1082,764816630.7049376
1083,1357553020.3627515
1084,278119376.8857363
1085,167553372.49381152
1086,2030802867.6246867
1087,538115195.6909012
1088,782386686.7226658
1089,1452719752.2524896
1090,1289327442.0416236
1091,630483183.9994569
1092,534054747.7398002
1093,248051849.6164172
1094,365867803.85240793
1095,2506490769.082048
1096,459596690.7460614
1097,1848651500.1480846
1098,1062878710.4842386
1099,1943174909.292376
1100,725415147.5770434
1101,217042640.98483318
1102,822736716.5778302
1103,745243907.2764231
1104,1522802127.449112
1105,2847889118.6590214
1106,1213706478.2482834
1107,1525111862.7158625
1108,1867874328.4153833
1109,927369167.7101086
1110,1962336669.50798
1111,1873747437.675214
1112,1359682229.1691527
1113,174324379.95447895
1114,332577410.154846
1115,3760407104.5341024
1116,1665208311.798784
1117,1198014388.8104577
1118,985220042.1572987
1119,1054288689.467565
1120,592965738.7817191
1121,271881493.6430416
1122,1925056936.8846395
1123,523733064.73853064
1124,1522241813.7682655
1125,585090274.3424418
1126,457819518.19416916
1127,825143745.7646267
1128,680347636.8542756
1129,4346036395.753936
1130,635780659.6519376
1131,1789717115.4217725
1132,433618514.1067268
1133,796394853.7474598
1134,2509018360.538167
1135,1530385802.7942204
1136,856711509.6487372
1137,888184915.7607955
1138,208824206.14402172
1139,952577076.792118
1140,1486261328.2602262
1141,1818860911.762662
1142,5556065442.275285
1143,961522581.81855
1144,470546482.82264
1145,933875854.8836306
1146,2257919816.7548566
1147,725751647.476052
1148,2671260319.53857
1149,736931967.0000284
1150,1210375654.0418046
1151,555908515.1637963
1152,1129527684.4567683
1153,3289116113.38687
1154,725970841.7984853
1155,1057499014.6574632
1156,500836391.998797
1157,1507345138.667528
1158,1523188799.6641545
1159,1169914104.7816064
1160,1420460841.7173674
1161,3527705863.571365
1162,1545839860.1550896
1163,702731911.9230672
1164,1416713854.0100977
1165,651442870.6347446
1166,672057172.3182206
1167,4556153207.5409
1168,651015310.1855652
1169,2297667847.202105
1170,1270785840.0613163
1171,2808934526.82208
1172,1975791648.2928007
1173,1077891123.9942563
1174,1259917466.56651
1175,1135784438.57473
1176,2094448704.8234425
1177,1132334863.6932344
1178,4527885642.292198
1179,3743732215.091636
1180,1616388706.1866286
1181,2473993673.824101
1182,1972879845.0178914
1183,165444225.39249328
1184,534515948.9136634
1185,1262384941.8733234
1186,743485765.0177553
1187,1442173602.3167706
1188,521111458.810032
1189,1826679897.6814127
1190,1227630727.1719322
1191,3433275028.1807704
1192,1013604147.9392748
1193,1895653832.8212936
1194,574271759.3273149
1195,1339725253.0758326
1196,1474716760.992728
1197,1131589664.340896
1198,819774389.659113
1199,2892588385.649483
1200,1242524115.1560316
1201,164228174.12930155
1202,2308487882.717423
1203,702513983.8907273
1204,1330407096.156371
1205,3132221292.3201175
1206,2568379272.58793
1207,2053409873.191048
1208,2830193033.870385
1209,270621422.40192044
1210,946429566.5564176
1211,2223442249.1533613
1212,725811088.1563594
1213,2399798626.0855837
1214,1908183392.1730669
1215,1076658772.0616684
1216,2626630989.8630157
1217,1952924561.6732965
1218,1452814809.2875526
1219,1533118161.7416618
1220,1608272657.1575139
1221,961840161.3684074
1222,563988863.8866986
1223,1850142706.9345145
1224,1476647734.344985
1225,2221883081.3786187
1226,1602405566.667234
1227,2507500463.216531
1228,3379563082.807566
1229,617399448.9105855
1230,691681801.3910959
1231,615588461.317019
1232,1020028944.788038
1233,1353350132.7572825
1234,1661223618.2818775
1235,1548419511.8901896
1236,473012859.87620187
1237,477309882.1236582
1238,2821857802.512811
1239,2740642732.646927
1240,2207762151.2651963
1241,3637349078.250495
1242,837919536.9230139
1243,2937510059.0787773
1244,1165030646.3360457
1245,4671962103.498899
1246,2656061308.92952
1247,2052441548.0181136
1248,1432054168.4811087
1249,673476161.9123092
1250,820461386.8434353
1251,2656942168.048313
1252,960782023.3896058
1253,1670611995.268049
1254,1944844488.039164
1255,1878252247.760398
1256,8572373532.831829
1257,3670123123.3075695
1258,2502877524.8096595
1259,1413106999.3044496
1260,2445652073.213366
1261,3409090706.992236
1262,1014196023.5429033
1263,847432631.7950377
1264,3392849354.867621
1265,1995135595.65949
1266,6318693767.908821
1267,640876188.8636836
1268,1185035153.9364715
1269,5940775845.952232
1270,1752943961.5091462
1271,2821359412.489308
1272,3750460774.685587
1273,513854026.77500767
1274,4584670246.050514
1275,1169986390.1554165
1276,3907109407.713477
1277,2737004621.066932
1278,3291039839.4649186
1279,1755050163.765608
1280,1533836589.8306057
1281,1393968277.0308414
1282,1464184511.6576154
1283,1546205849.3826919
1284,1526926678.336308
1285,1543521494.9036574
1286,2990037400.9287004
1287,896528675.7004075
1288,207962761.4483161
1289,1200121875.0483212
1290,2078218721.0416667
1291,915440743.230855
1292,537924705.9070058
1293,1425935371.9890275
1294,2961681044.54062
1295,1113810223.9724667
1296,2535609163.3482785
1297,5321029170.847654
1298,2324798613.0086527
1299,3087190515.036799
1300,582539885.9752126
1301,4146825651.4840536
1302,4830840188.618482
1303,7114417526.161174
1304,1860641064.208166
1305,1207758608.9853528
1306,2139520961.6105428
1307,2535526541.4551225
1308,3248253723.9999204
1309,2141895063.834362
1310,1636572188.147861
1311,3503282055.748053
1312,1680793825.6783242
1313,2144069387.5711474
1314,1263625250.9461095
1315,957141377.0753337
1316,1532618289.2175596
1317,4879850060.115266
1318,2839103867.221473
1319,3513326747.001425
1320,4836820525.382786
1321,3065711334.1436973
1322,2808134669.697397
1323,3530887985.242044
1324,2628855054.339969
1325,1786525041.8922014
1326,4637251313.985434
1327,2828784402.509897
1328,478735452.80187386
1329,4946641000.76465
1330,4918575133.334138
1331,748304876.7719256
1332,2522435934.7614374
1333,4635079102.33091
1334,1123604378.0232294
1335,2664339543.5330515
1336,886981049.9203652
1337,3049436561.957329
1338,2849666510.4947224
1339,2160683565.722582
1340,1588742527.438046
1341,380478354.6346506
1342,1565659918.0051239
1343,971996889.4103967
1344,702992814.1631026
1345,1603346745.7279425
1346,2031447189.3528507
1347,1589146394.172099
1348,1709506645.5444262
