,Global (|)
1143,606.6174734392285
1144,448.8555917748682
1145,290.4163863236509
1146,62.884117599886096
1147,105.62047027830847
1148,24.500476128864086
1149,936.2868523977102
1150,9.283445373439164
1151,49.96932039839554
1152,97.03974625499318
1153,168.34872225844055
1154,25.019227390724314
1155,72.8111549890671
1156,92.96585833914006
1157,48.991956153985996
1158,151.96232933116323
1159,23.100541860978577
1160,8.40471625811054
1161,14.808244438065344
1162,26.658295477229718
1163,30.886014995993694
1164,209.3156156022718
1165,46.795014212868466
1166,34.264528639761465
1167,29.46470810034596
1168,135.36116498649224
1169,42.937655544698316
1170,176.06116563260986
1171,28.5818200873005
1172,1163.4175696287493
1173,26.847029865963034
1174,19.906901650990488
1175,215.68333054771978
1176,82.86384007414323
1177,322.7053740604954
1178,90.992498443662
1179,212.23084025375707
1180,63.395772014328735
1181,52.961897351919845
1182,180.85720930415164
1183,502.3955178366152
1184,108.07548472730252
1185,154.83232402970194
1186,96.7909267590928
1187,17.052599167230078
1188,119.31136238073175
1189,54.40067564297219
1190,168.09246243957085
1191,27.200692559499373
1192,23.604998690054906
1193,51.86454934131649
1194,100.17207414529045
1195,9.751463129299704
1196,27.173237427261093
1197,54.95236326689901
1198,12.632528503392363
1199,46.99688861955633
1200,26.941260793595127
1201,552.5010987736018
1202,17.31102497673247
1203,48.10506150399858
1204,152.8066569580596
1205,77.75195081345232
1206,227.25222334656172
1207,104.14645330938949
1208,20.853177506043238
1209,16.073081837980446
1210,62.78811623766909
1211,36.17403604128994
1212,34.656336766769485
1213,110.2361586580964
1214,30.560329661421218
1215,89.28220967420066
1216,18.3291360944077
1217,62.66078603087437
1218,32.66696035831208
1219,22.53873679941109
1220,19.174515807291932
1221,4259.914665021599
1222,17.12443570674328
1223,106.86207395223839
1224,108.26311192456751
1225,24.657075975290333
1226,17.576877496467553
1227,25.276871204433718
1228,61.55551009328868
1229,83.4198571323826
1230,18.17621844075615
1231,18.846686352608202
1232,20.154152893277384
1233,946.2497365692847
1234,46.5363376978999
1235,15.594293382532024
1236,26.361187620526827
1237,9.867489285676792
1238,55.21362646563111
1239,22.099044235898546
1240,1165.1710975782028
1241,86.88814063147936
1242,25.7090787493129
1243,11.846707626305562
1244,79.6698221054358
1245,79.69542181500553
1246,8991.211109290725
1247,99.65242138528899
1248,34.08746328423757
1249,190.53193111424034
1250,46.99610145660065
1251,46.99707164411305
1252,33.97951213109255
1253,39.87959499006619
1254,16.991484186285355
1255,244.93847159000515
1256,151.0812018117295
1257,64.55364849562025
1258,25.328324151640103
1259,18.140287348601305
1260,31.86403252472026
1261,139.11366608371836
1262,61.886370268944404
1263,26.85528866509757
1264,181.89631778276546
1265,40.91609330991052
1266,67.50440417253515
1267,480.20475653657104
1268,38.48908128901894
1269,26.59548314048613
1270,5485.377713789163
1271,13.680513439127362
1272,35.095654410124
1273,242.9249216681373
1274,18.325360521662585
1275,15.902745815108249
1276,16.104073065097904
1277,60.44604415971416
1278,26.9259553546226
1279,425.1533025136089
1280,38.609632987766105
1281,21.69640116387986
1282,85.20416901408923
1283,26.673108615187335
1284,15.677088642005128
1285,341.0190832512081
1286,32.680177944435066
1287,760.4032922344992
1288,156.3298418732326
1289,46.73375826959226
1290,19.118911639061608
1291,196.2660387722601
1292,283.01029650450954
1293,14.377620647146594
1294,30.424869473798296
1295,323.7690896529826
1296,28.36787101795465
1297,16.84227014405722
1298,1425.8446499932854
1299,70.63077471849321
1300,121.01584560396836
1301,30.39333348965875
1302,13.362792051656324
1303,23.918837767517367
1304,31.312800593046475
1305,22.617188864374324
1306,35.113412583953114
1307,65.69635846625953
1308,918.3980629482147
1309,311.58549123180694
1310,22.979141567626222
1311,17.218619257602164
1312,54.65677727909515
1313,34.50107651896019
1314,14.693023742827881
1315,20.24512593618552
1316,917.2905204775957
1317,25.13177704908521
1318,56.96935486407141
1319,19.755706345178407
1320,10.610077789102107
1321,143.5811926652859
1322,88.69347265104594
1323,2601.835312981451
1324,141.65518028362465
1325,48.07236838294621
1326,30.16413193033411
1327,139.79463516158802
1328,112.4130819747071
1329,133.20312275675948
1330,13.47063206301849
1331,63.65606787257476
1332,31.748376265522413
1333,100.23184232179173
1334,48.408095790786064
1335,606.7709008265248
1336,34.82258982066101
1337,16.07380390769137
1338,85.37325470951312
1339,237.40483533226316
1340,41.84687306779051
1341,59.92203301831411
1342,91.9876887307375
1343,34.26594856300126
1344,700.6359534783256
1345,25.320028791795647
1346,121.49023606578305
1347,61.453264115365826
1348,53.89078346039687
1349,140.49150168990346
1350,529.2757420077763
1351,15.800121820341623
1352,24.15291340743853
1353,20.596601580472356
1354,121.032227830762
1355,33.19171150108413
