,Local (|)
1025,324443689.89201355
1026,1733033118.2820528
1027,789233857.5008641
1028,57117325.05884863
1029,396303333.2016983
1030,848862968.2478492
1031,473464929.8943305
1032,326263434.55067015
1033,180064359.39732593
1034,206361522.4654492
1035,372275628.4377196
1036,804619774.6096861
1037,696810171.0909398
1038,580272354.8597827
1039,800564384.2971448
1040,1009745923.0542978
1041,2060476992.4276774
1042,1344502816.6616015
1043,266670457.3607671
1044,366229927.4332332
1045,1383858879.9192197
1046,936540352.0148597
1047,482395284.4036895
1048,698609807.8304005
1049,2076029172.4112067
1050,892575828.9236501
1051,857825444.7590973
1052,331208954.837019
1053,731199902.6476759
1054,864244333.0537752
1055,2315441962.8597865
1056,209134515.7783814
1057,555802879.152301
1058,521793918.9157986
1059,1256654680.2568462
1060,375803644.20843536
1061,633607662.1741587
1062,435630045.76669586
1063,797850240.6691135
1064,460345893.93668664
1065,367513916.15430564
1066,216930028.40464935
1067,1339958647.131048
1068,445473246.8876899
1069,770116210.4594082
1070,551151897.3989319
1071,1145983880.6284666
1072,3623602797.525781
1073,482645625.7877623
1074,488102085.5275548
1075,701939678.0150079
1076,2121598890.253934
1077,1333461174.7757428
1078,738019137.8642483
1079,1378820674.0841339
1080,1462939172.135455
1081,1207237747.8834274
1082,658385006.517147
1083,1164667025.1784263
1084,651023820.0998412
1085,298824323.75790334
1086,494254591.1345467
1087,837245995.0836914
1088,730380062.674411
1089,908512380.8901697
1090,1825076777.0077348
1091,1185861070.9463036
1092,475524352.67899615
1093,533346765.2055186
1094,1360227455.7582603
1095,2914151854.6578655
1096,1204759944.874902
1097,1802329213.7672248
1098,947013214.2285157
1099,183752979.65680572
1100,141254761.65289748
1101,704944711.4675014
1102,1733966920.401039
1103,467852039.9476582
1104,220731199.94802272
1105,338168716.60760087
1106,1251546092.3620734
1107,3366874876.741234
1108,1195074859.0172472
1109,1245000211.9892445
1110,3615562767.314515
1111,715348609.8398765
1112,572649780.8089648
1113,1081050786.8076694
1114,613956910.5916852
1115,824453227.9857106
1116,1070468724.0142077
1117,293023292.61133635
1118,2630623262.2710943
1119,1458771058.636728
1120,3157920236.403677
1121,2387124409.4361367
1122,860287263.309014
1123,772248506.9921622
1124,843866312.764313
1125,917074679.3353354
1126,931957853.9292856
1127,1182453157.9551976
1128,1076753537.733481
1129,553794068.7021905
1130,1068769740.723674
1131,893212289.7000175
1132,1059360813.7114204
1133,2041650767.1861892
1134,1545582970.3659294
1135,515899944.555573
1136,995248193.966819
1137,956551298.3865607
1138,1788672544.1515372
1139,381615223.31211835
1140,1592618985.6662915
1141,2126037913.0843947
1142,823736138.5127827
1143,328397816.9148573
1144,2490164143.1014223
1145,2400059643.821975
1146,800886895.1082964
1147,1237459803.3803575
1148,633708183.7027979
1149,691237686.4116634
1150,3466450701.5642133
1151,635507580.1521789
1152,1127755812.3894966
1153,1419299879.0255723
1154,2651785869.0723066
1155,758265908.6659449
1156,370338869.4746654
1157,404936047.00401986
1158,2334100360.9570127
1159,1445425327.949841
1160,954751708.2448226
1161,746323198.0651836
1162,1415958994.758512
1163,4061115727.9683266
1164,568659760.1303499
1165,1018199871.17403
1166,4431632052.181451
1167,72321102.42089438
1168,392047744.341742
1169,650601834.8261508
1170,1311024178.0839505
1171,3811723499.9532623
1172,1929108567.0455105
1173,1991879119.7120073
1174,3181543661.3464055
1175,2428009059.1639743
1176,1125524870.309373
1177,1633489520.6944387
1178,230427820.93332326
1179,432392655.98847395
1180,1890238213.4682074
1181,1225224721.6542356
1182,540050640.9162463
1183,4365863300.479324
1184,1589821017.8189573
1185,1053726834.6923573
1186,1453692828.2244914
1187,1109953697.6667778
1188,1216620057.2274022
1189,3899810974.859729
1190,2802934287.010487
1191,1753669678.2439034
1192,847018789.9772463
1193,735479632.8808873
1194,2031070178.4514253
1195,2323021957.9561973
1196,1575699390.9606962
1197,360210768.1853116
1198,1263127173.404557
1199,1980669261.8075848
1200,2977824994.622533
1201,2745323259.141611
1202,704936450.6621958
1203,1676986646.3202574
1204,247763130.4599358
1205,1412182107.4231174
1206,2188456354.4830885
1207,755434983.513472
1208,339636974.83773315
1209,424082061.0093615
1210,955953848.3544723
1211,855683459.8639188
1212,1063823486.9577587
1213,1150566610.5498965
1214,1300020500.2869267
1215,1899989080.93878
1216,1259495774.299187
1217,236903298.03761584
1218,1212331781.4319823
1219,2132808828.16884
1220,1970795442.2548487
1221,810918413.1736512
1222,733920822.4225953
1223,847704863.7081174
1224,161949541.12238395
1225,2065531153.1060412
1226,1393053594.882891
