,Difference (+)
296,-0.7060303675990104
297,-0.4502808785252307
298,-0.3850250129142104
299,-0.6332954925325531
300,-1.0794807606334798
301,-0.8009940495260961
302,-0.7385118689499975
303,-0.6422971556797934
304,-0.41632604689952607
305,-0.8570463329465484
306,-0.028940640817143152
307,-0.46494608187476766
308,-0.8139719525988363
309,-0.5666728211394022
310,-0.3318815833735472
311,-0.5158322623739419
312,-0.6373917227543913
313,-0.1953471024953081
314,-0.05535920864683799
315,-0.4247708388944074
316,-0.34578845483289117
317,-0.12026797883828431
318,-0.780195872625713
319,-0.9318012193826214
320,-0.052307094270989105
321,-0.7109128812061902
322,-0.11599543853346572
323,-0.36345410174360326
324,-1.0371159692263507
325,-0.5816684057947406
326,-0.7037100419825576
327,-0.09959569152252311
328,-0.4730788032576159
329,-0.28252401998440957
330,-0.9691975854722552
331,-0.22153841398398572
332,-0.7276080213652196
333,-0.30709141694155356
334,-0.48148894435154804
335,-0.39390570951373943
336,-0.9495990053241421
337,-0.6988083602459912
338,-0.6191899300962863
339,-0.6394838678264283
340,-0.6868634575837184
341,-0.44578971306968446
342,-0.4797486010549415
343,-0.8758922038865729
344,-0.46386421128296573
345,-0.47854406510952313
346,-0.9151732003226969
347,-0.4709269079876857
348,-0.4151394483362317
349,-0.049769370410059695
350,-0.7612157386404584
351,-0.692523308979864
352,-0.7584200742491305
353,-0.33303232995876675
354,-0.3407405486902168
355,-0.3994736476163887
356,-0.33609269975829065
357,-0.8606516536035078
358,-0.4938288387122344
359,-0.6192660370927731
360,-0.46675002073111116
361,-0.32724816610804364
362,-0.6871386099376094
363,-0.7314014556256406
364,-0.971306261712398
365,-0.2338919385639118
366,-0.8808434026557613
367,-0.7141564461621754
368,-0.03297994201206153
369,-1.0799182414018293
370,-0.4689200788669625
371,-0.9146113229148344
372,-0.9290596667144518
373,-0.662954885641962
374,-0.4671846481756071
375,-0.702443725137409
376,-0.6540584511550239
377,-0.8323590493628763
378,-0.7443999552468555
379,-0.6214472158605322
380,-0.34534913846250287
381,-0.823514499641624
382,-0.18913262503362405
383,-0.30740770792932204
384,-0.9376474934809791
385,-0.5864472115686635
386,-0.9901870551436011
387,-0.07584753083500688
388,-0.834738567487472
389,-0.6958674658500857
390,-0.42710170576630685
391,-0.6365015755192542
392,-0.28110515390628177
393,-0.919009959199252
394,-0.5137263521348844
395,-1.251119828805278
396,-1.229442900276525
397,-0.16185603540370053
398,-0.6978644591704974
399,-0.7035770984303371
400,-1.1386859897777635
401,-0.11422564313015947
402,-0.5449457211431219
403,-0.40139086628593174
404,-0.5770728087887498
405,-1.148430076998965
406,-0.8129909839734354
407,-1.015208945960005
408,-0.7941699743437741
409,-0.6030934677731139
410,-0.44322105722101834
411,-0.6333395070424949
412,-0.770849722868168
413,-0.4621290479929376
414,-0.3351303431832279
415,-0.7568456913445736
416,-0.7475147380363582
417,-0.2320503364350326
418,-0.8533592397370197
419,-0.9045107016212491
420,-0.6825682825680591
421,-0.6768034229655063
422,-0.9742475923810552
423,-0.9082240574550594
424,-0.7187810221002168
425,-1.0206206942896656
426,-0.7830431522612985
427,-0.7535550333746767
428,-0.7614216297987023
429,-0.9315790705317775
430,-1.4072545755044155
431,-0.26874944625208474
432,-0.9652061286770519
433,-0.6694001506648831
434,-1.1089324229006108
435,-0.06332077030516796
436,-1.1376533455014128
437,-0.836130257511872
438,-0.6994324052378933
439,-0.6492143461273086
440,-0.2834931097708018
441,-0.3740769461056859
442,-0.4041959668862358
443,-0.417239012216061
444,-0.7083825225857315
445,-0.7140212692359089
446,-0.7032075282787568
447,-0.5183778349200933
448,-0.37941112107655744
449,-0.4494945875101805
450,-0.7225968466391142
451,-0.9069620984868003
452,-0.6220745044491368
453,-0.3853017983359051
454,-0.3252519747946359
455,-0.4013305312156084
456,-0.8672166643064041
457,-0.8909737687648547
458,-0.5246080344468862
459,-0.09255098849177944
460,-0.48521765558368657
461,-0.2520284193804147
462,-0.9378676778474757
463,-0.4653938865657299
464,-1.2422048240590116
465,-0.35957362964975453
466,-0.5415649679480858
467,-0.48574207436678757
468,-1.0146940563360933
469,-0.4616843331339123
470,-0.39575547967001434
471,-0.9699409379062003
472,-0.19007302973278362
473,-0.45421859786646407
474,-0.7511303337908
475,-0.8979304110948164
476,-0.5127866373789419
477,-0.690260112050038
478,-0.5577804448922979
479,-0.9961160734809034
480,-0.32802553565871606
481,-0.7945499839988922
482,-0.19881707654486502
483,-0.716688989689415
484,-0.3254031519557539
485,-0.42872777903384574
486,-0.5846476225747578
487,-0.529516888705685
488,-0.6515033042402202
489,-0.48644919277684634
490,-0.2600630510181881
491,-0.8202795679594085
492,-1.206103385166687
493,-0.7712264102963563
494,-0.6689901942236809
495,-0.7986173677948752
496,-0.5462188412415979
497,-0.48956800469236433
498,-0.4236150336386805
499,-0.4832060128919596
500,-0.6212368492155672
501,-0.8764792679206328
502,-0.27613359939548854
503,-0.384103978767309
504,-0.06789918327103467
505,-0.5244327903316836
506,-0.4502573964081671
507,-0.7277829320712145
508,-0.41384268240765765
509,-0.2075541096117092
510,-0.8120925472063404
511,-0.8170211850841792
512,-0.8087845124106466
513,-1.0806774642517325
514,-0.16569497508166955
515,-0.5635116048629117
516,-0.9906716048439214
517,-0.8175238154703889
518,-0.6402675035935491
519,-0.32210749823572005
520,-0.13779324575288843
521,-0.7604029836276704
522,-0.5456665868398742
523,-0.6687758154819075
524,-0.8799230030860081
525,-0.37254331996964885
526,-0.27705172116713583
527,0.1659190031713814
528,-0.8043985443875291
529,-0.9102318060328045
530,-0.3506796515204996
531,-0.6453441260163234
532,-0.609620332959535
533,-0.35331515935146285
534,-0.6440886060460265
535,-0.4733998829250367
536,-0.35057709528467157
537,0.11183145609740429
538,-0.6884278764968864
539,-0.8613670091469467
540,-0.4195959851161048
541,-0.8928737757865177
542,-0.6926210217212163
543,-0.7518179117119245
544,-0.6195449597776301
545,-0.13972303230793723
546,-0.48717378046646825
547,-0.5783023176549639
548,-0.49797052773080264
549,-0.2631327690774094
550,-0.1197431709665183
551,-0.3922607744404337
552,-0.148981013739458
553,-0.8040350076049677
554,-0.4192581847687627
555,-0.6644001484693792
556,-0.6438680851498692
557,-0.3312616849917911
558,-0.6282296906113775
559,-0.15318866354595498
560,-0.7061869351720924
561,-0.5949455469504279
562,-0.15992336487325298
563,-0.9069544961838555
564,-0.5834041519911654
565,-0.6953669614414927
566,-0.8154987846468047
567,-0.31863696005191877
568,-0.6243185852346429
569,-0.34168476038332823
570,-0.7263587868552055
571,-0.7855105231913353
572,-0.8983991190657327
573,-0.45028357658470636
574,-0.8442633148769184
575,-0.2766015653085961
576,-0.6473068289401755
577,-1.2271466629039687
578,-0.5246890304852324
579,-0.4672382558753335
580,-0.7906474709720983
581,-0.29968194733311143
582,-0.7850750366362479
583,-0.5702853089445042
584,-0.8964745478022912
585,-0.2330020673989925
586,-0.4531640043127706
587,-0.7451912480917167
588,-0.6998350606513271
589,-0.7984831690080713
590,-0.6083918366136386
591,-0.32374883890667777
592,-0.3366206962133769
593,-0.5472237633713595
594,-0.31286721920859384
595,-0.6088305015501412
596,-0.743032406923382
597,-0.5591279566185783
598,-0.6771295549511998
599,-1.007471607395912
600,-0.5020057266306149
601,-0.3697332665395398
602,-0.7573518620086598
603,-0.5247437139420996
604,-0.44996849140506956
605,-0.7464053085455096
606,-0.5169258760977422
607,-0.772115918328308
608,-0.6102200400376094
609,-0.9674455193424331
610,-0.5159167443868813
611,-0.8739449996699629
612,-0.5931491471577671
613,-0.5437171413239072
614,-0.1165371171996571
615,-0.19804355180513397
616,-0.27890834092676187
617,-0.6512005499419566
618,-0.8886119092150457
619,-0.5763036644473756
620,-0.27139063570151906
621,-0.6192150042431918
622,-0.8154790412969956
623,-0.2987404694897224
624,-0.401141526642654
625,-0.6653268893372506
626,-0.5773592920947065
627,-0.3186689196920692
628,-0.762499999942915
629,-0.35017471850222703
630,-0.5332637980064198
631,-0.6079283710349134
632,-0.8670791002211315
633,-0.6659369764343139
634,-0.6013901083209529
635,-0.7342884197834032
636,-0.5603169912538923
637,-0.330219206838854
638,-0.9368567318045984
639,-0.6311847581408083
640,-0.9282271875187897
641,-0.44301118029244463
642,-0.7973111268760403
643,-0.7253784813627687
644,-0.6943799376903237
645,-1.200902157427587
646,-0.5601127685849432
647,-0.9346156524528308
648,0.18390762135868094
649,-1.0176587566178745
650,-0.5904758047315298
651,-0.5611650542384519
652,-0.5639587101105673
653,-0.3963597270719238
654,-0.23551323100635485
655,-0.6030501544175852
656,-0.47654664810349573
657,-0.752105869747294
658,-1.0487735911128093
659,-0.7544034524893212
660,-0.9636472895986006
661,-0.9366731251359731
662,-0.4970265180962991
663,-0.3054678071988114
664,-0.6011447763940068
665,0.0565872533163068
666,-0.8073866634035003
667,-0.8380620834817993
668,-0.014495646913408336
669,-0.23926688885751995
670,-0.6702299705927305
671,-0.008920113162405275
672,-1.0630445952172756
673,-0.2640305335381466
674,-0.7467994768011541
675,-0.5349300816785981
676,-0.25741038991551957
677,-0.5654198337788079
678,-1.0615277205155875
679,-0.8902959601526538
680,-0.41294951298020455
681,-0.7788011547053738
682,-0.3045193947177705
683,-0.3405830627050637
684,-0.7854409399890132
685,-0.5324101428485355
686,-0.2256818011748568
687,-0.47174266113630514
688,-0.9130430398008746
689,-0.0729285998309562
690,-0.4603209130025865
691,-0.6320172260744332
692,-0.37066111075297087
693,-0.39844884938618974
694,-0.33726474614846275
695,-0.1450603504640525
696,-0.5722646196011505
697,0.03654619780278448
698,-0.5973036166653024
699,-0.004252307024576934
700,-0.19597064628138877
701,-0.6711191454425839
702,-0.09534541937902992
703,-0.7016469561119086
704,-0.7906115775484429
705,-0.6515429918671252
706,-0.2580367758911432
707,-0.41135400916378917
708,-0.5876111218723602
709,-0.6687577776408324
710,-0.3505040013326727
711,-0.9446589537904698
712,-0.05718885868337818
713,-0.5908897002380731
714,-0.62220681251749
715,-0.6409961979163166
716,-0.551671836167749
717,-0.3915853776459542
718,-0.09266478256712833
719,-0.011319333936465718
720,0.03803001476618568
721,-0.8233900487274539
722,-0.6169335990956747
723,-0.10019911272825863
724,-1.0300267577017015
725,-0.9560528761452383
726,-0.2614965551214952
727,-0.00026814756941124796
728,-0.598745261409078
729,0.014327746666873096
730,-0.5075651131566269
731,-0.17162763985464596
732,-0.5813378882949838
733,-0.42460484444238616
734,-0.27144642361213184
735,-0.05839863478122557
736,-0.6743611562737059
737,-0.8241291941588523
738,-0.2894613701639939
739,-0.6099619062820105
740,-0.542751023912084
741,-0.7578279291605635
742,0.059669171300806303
743,-0.18402794490708058
744,-0.4928986414777263
745,-0.5138495414836716
746,-0.7272890534377411
747,-0.5122552550429361
748,-0.5398572314918962
749,-0.7918339121046026
750,-0.3089624383785188
751,-0.5814544410574678
752,-0.1938780564912865
753,-0.7795028016718293
754,-0.4315063503235996
755,-0.010547622020262312
756,-0.19974091283259537
757,-0.4471817558982129
758,0.26398146186265165
759,-0.2658710966626803
760,-0.7570102594663052
761,-0.8885907775789459
762,-0.6590438802272025
763,-0.42040645477864225
764,-0.5213891885749131
765,-0.3613142555028397
766,-0.183605092323848
767,0.027161206004152054
768,-0.8093557712461359
769,-0.06950203690679523
770,-0.5131243754984149
771,-0.19373823182423675
772,-0.4347887185611491
773,-0.2769587989491732
774,-0.324785417960532
775,-0.14392568710292197
776,-0.3632106311109606
777,-0.4913188979397847
778,-0.3884339194872375
779,-0.30439579431227104
780,-0.0795346426593097
781,0.2447560517442706
782,-0.45581341749615595
783,0.1454691655517058
784,-0.5862060695039261
785,-0.2664207242153835
786,-0.4316659333348954
787,-0.443059361237571
788,-0.5332529504819954
789,-0.11346466097826526
790,0.20765432903881734
791,-0.44821514889376546
792,-0.45627462815548514
793,-0.8728921766415698
794,-0.16261529564481947
795,-0.6510502261886252
796,-0.43750923491535104
797,-0.9498699826275523
798,-0.42307499731031817
799,-0.560357976901896
800,-1.0870868527321804
801,-0.6355066310909826
802,0.07570816062095728
803,-0.5194125989806117
804,-0.47873497886578625
805,-0.7345011141735108
806,-0.557590962749505
807,-0.3679296753616285
808,-0.13751658501030614
809,-0.7600594675072408
810,-0.6889218871458826
811,-0.2703129554092152
812,0.05601440833350636
813,-0.28067670983366205
814,-0.04977476893192415
815,-0.13158600449794974
816,0.045298016537385875
817,-0.3539019431949266
