,Difference (+)
4716,29.655228948035063
4717,14.24866271384654
4718,80.67856589762263
4719,11.982989928984423
4720,52.58194241419354
4721,123.08680712234764
4722,7.609119367326247
4723,19.251374266267284
4724,5.29662767707186
4725,18.564990396626037
4726,92.04732602701566
4727,16.085284318296736
4728,10.24483292834553
4729,33.130032265914906
4730,8.4002595645185
4731,91.48974320827436
4732,18.064278719789257
4733,40.02092208987689
4734,1193.382748902801
4735,10.924921206452636
4736,26.815453082944163
4737,8.085586580386648
4738,12.438708862742226
4739,85.8327157860205
4740,20.423875118482524
4741,92.32149838832768
4742,10.429177575450762
4743,180.45083059882234
4744,12.48805531291455
4745,64.6189028280816
4746,24.030494476858237
4747,6.701891749819364
4748,6834.9729943882885
4749,10.18376231863904
4750,12.591431055887986
4751,14.950881822168345
4752,13.759042940837816
4753,163.48607574514463
4754,11.65158873916914
4755,43.28056234101152
4756,85.0470249244589
4757,11.281419689583895
4758,19.685761345176687
4759,72.78305931620723
4760,24.27903515922823
4761,12.3490577548965
4762,140.70067046799974
4763,9.294017290287654
4764,5.777782636563521
4765,7.025854697499318
4766,23.91620278409618
4767,458.0348216063118
4768,46.73070834161947
4769,150.14617141947602
4770,37.04552950700942
4771,66.55980786818907
4772,12.295070114081692
4773,105.60226528395677
4774,29.3958334848226
4775,34.56126376460892
4776,650.0122740155477
4777,37.85688824110477
4778,14.633331946137199
4779,3097.612867450953
4780,253.0989851832126
4781,14.051988627622286
4782,91.27520908738545
4783,36.33294706373141
4784,20.350666695673326
4785,41.25322340400818
4786,55.44112763331798
4787,50.330044964153814
4788,46.86712023753492
4789,25.42321365161906
4790,1667.681554597824
4791,5803.8541267999035
4792,33.48485207872761
4793,33.80781935943323
4794,19.342637825376283
4795,7.104387382993077
4796,13.12273304806969
4797,31.512177296447614
4798,13.00967163083222
4799,16.884380893354397
4800,10.786031608310871
4801,26.259954313189006
4802,49.30340466616945
4803,33.17057162660558
4804,36.66109450221037
4805,6.834034706269039
4806,17.763398630654812
4807,6.8057570522421615
4808,147.05948108372255
4809,7.422718438888131
4810,18.9896803565509
4811,53.35098965467519
4812,5.612961317448899
4813,102.93066808579411
4814,42.212660924019694
4815,52.432256971832295
4816,66.82431657416664
4817,41.898440500777504
4818,207.24534006541242
4819,7.613615194368332
4820,15.30980176558199
4821,17.74901590448541
4822,807.9629573956616
4823,18.900905120417335
4824,52.51675265675223
4825,12.281722938351988
4826,20.31309153078341
4827,50.65748578734638
4828,7.103392542104414
4829,6.399673526989803
4830,83.70899099182913
4831,7.223324940644738
4832,9481.564346715953
4833,13.815417826868638
4834,15.87029586719566
4835,17.55573542320458
4836,132.97613249723375
4837,20.1856736354268
4838,10.246161960736792
4839,5036.831496393068
4840,133.7002907562081
4841,20.129769961184024
4842,159.77407215178346
4843,8.333386443611273
4844,40.74655916795678
4845,39.52739956684895
4846,58.33901966260763
4847,980.6694180636568
4848,19.22601853542465
4849,26.886886687848826
4850,23.331679468068337
4851,96.68946838989933
4852,40.97134861711021
4853,8.450867821087982
4854,412.1969435443047
4855,24.39988048633013
4856,9.258928392659154
4857,52.190715368176335
4858,89.4865080475911
4859,82.40453375385638
4860,315.96439650750864
4861,67.80555135136916
4862,23.57570559280688
4863,48.333263014478305
4864,52.606299830454326
4865,101.9986412131986
4866,18.158216492537356
4867,5.8158741120484745
4868,8.653931028580693
4869,16.101842176642652
4870,22.795565954179615
4871,13.671940461255486
4872,1063.6698171042594
4873,8.370378526611761
4874,9.921350428559657
4875,13.554820347823133
4876,492.7658370511254
4877,28.72298508628986
4878,16.39103766134554
4879,10.509164305269978
4880,5.231990837291641
4881,29.31490228230568
4882,22.654569363053422
4883,22.591439112189413
4884,52.71824215276401
4885,56.81233558751311
4886,62.761563001299635
4887,332.58097579818207
4888,14.151093237566721
4889,11.567092902677516
4890,15.624996303305778
4891,24.849107967075877
4892,10.5640496120531
4893,24.75341893688739
4894,14.203476324498594
4895,65.25136049739731
4896,132.51987260439327
4897,19.76646710206867
4898,219.08298767465058
4899,6.9510454549137775
4900,10.76017506743612
4901,21.45054636315226
4902,21.576521331215137
4903,12.939626830604334
4904,349.8082485030988
4905,18.968019707575113
4906,61.040667106647135
4907,5.366834215503372
4908,22.298094375954136
4909,17.70558908683634
4910,7.663251405812731
4911,74.31589034002877
4912,6.728154321032134
4913,412.3344619536463
4914,7.226327149848565
4915,36.8611299102899
4916,11.985609984466926
4917,126.27188074184279
4918,1593.6043105029921
4919,30.247326134626025
4920,14.164334549378628
4921,19.299012010559682
4922,6.154449580269908
4923,16.541132050997636
4924,29.735552888074885
4925,40.99072736023293
4926,94.25758156582934
4927,13.763720243123863
4928,82.72319237416961
4929,31.051987253314117
4930,43.79441195140668
4931,52.78858106679282
4932,33.76996940105923
4933,15.232822782576154
4934,19.916894796607323
4935,60.383673586451366
4936,13.579930028761098
4937,980.9805076257365
4938,7.706553987687265
4939,337.7100171553124
4940,58.76354106481167
4941,8.967664413959751
4942,34.948687895348534
4943,305.25338326413873
4944,246.60156704575343
4945,370.2820229568488
4946,8.982670502731764
4947,6.612251497970949
4948,9.999112574596268
4949,26.803269585426488
4950,22.052528818190584
4951,134.95088381236735
4952,21.852037981329214
4953,8.013728810718248
4954,57.03293975680669
4955,16.959574405828302
4956,301.0657860688998
4957,29.15619220958192
4958,11.135962990837395
4959,280.4642916291323
4960,12.580493386420484
4961,9.349121691865653
4962,90.59047460558908
4963,21.424453035146353
4964,12.562603584258037
4965,12.611235925532695
4966,19.6256790651459
4967,36.324822870718826
4968,11.662731286733369
4969,21.410214920439085
4970,16.380952616430292
4971,19.633191932706524
4972,6.464335394707175
4973,10.449273510507965
4974,99.23531885801391
4975,70.96085529592965
4976,17.129160209336035
4977,7.503715026105477
4978,16.029493840284953
4979,39.448986007655726
4980,27.67727663674468
4981,33.350129503587404
4982,6.4838821595189975
4983,228.53603542146283
4984,11.956840923033079
4985,193.43236020430663
4986,7.863336166186383
4987,23.569825629414478
4988,104.12785710871196
4989,10179.396796360172
4990,152.3697383045799
4991,8.457271312819788
4992,15.610944778305734
4993,9.120351498811562
4994,11.825241273060593
4995,6.971909228447065
4996,17.891323443617257
4997,10.782047483611027
4998,346.63855701171815
4999,126.86220427424497
5000,13.813889467542216
5001,9.61446505848643
5002,23.466854461182187
5003,21.6995714267893
5004,8.661443553673623
5005,5.533892648515106
5006,47.05881199198861
5007,5.456286604538809
5008,9.2824827334265
5009,6.053741587233677
5010,9.63223274741937
5011,19.46138549954485
5012,25.198795779359475
5013,33.856662414285324
5014,92.49282631611761
5015,63.37256161647467
5016,26.185746353542992
5017,13.058999328287412
5018,7.819802287842155
5019,10.109129307733465
5020,157.9364064508629
5021,2257.8068217150144
5022,30.679390996397444
5023,53.92974211856906
5024,7.8315211027548335
5025,556.6478136534226
5026,5.154639846803984
5027,3700.208574335309
5028,17.021216220092064
5029,137.67316746006068
5030,14.537048688602253
5031,10.895602241358068
5032,38.79389447483309
5033,39.86816880314916
5034,53.35722856673279
5035,72.55553184968832
5036,19.02646189003142
5037,110.46698765100098
5038,5.393592223825915
5039,6.925958352645129
5040,53.506101901088876
5041,29.55161983588348
5042,28.226686265703577
5043,17.284241750753594
5044,26.38837479942111
5045,12.400046603730752
5046,9.857323921501461
5047,168.80007756544134
5048,13.985723476975664
5049,7.3280080051420375
5050,12.737242456825564
5051,7.160909984306646
5052,17.711649691010248
5053,19.856944132571495
5054,12.053493085546796
5055,41.17873326942189
5056,35.39985872160666
5057,18.504083342282804
5058,34.20009009214526
5059,320.26396864252507
5060,9694.715754630528
5061,101.73427631783345
5062,16.877219076976715
5063,168.44421775739255
5064,255.27861641774362
5065,7.524445777412077
5066,6.4808264680370264
5067,37.94358131303024
5068,57.342620456484006
5069,5.389845753806452
5070,167.4379899780678
5071,506.67543711669066
5072,77.69233522147492
5073,32.567475605346615
5074,49.56024199825053
5075,12.377044391948884
5076,8.923568434676335
5077,21.933812915082843
5078,58.1041486284257
5079,12.315632961371497
5080,58.00168294025316
5081,5.207631318937358
5082,25.780218598178365
5083,7.829598080615329
5084,21.484598612880358
5085,23.250232544625757
5086,10.862712743200573
5087,11.34831655922547
5088,9.38455183120013
5089,48.044710026844626
5090,7.396791845604688
5091,10.019239561433654
5092,5.782309731992526
5093,12.935691596418499
5094,6.085547413016308
5095,6.7010902000245816
5096,36.893388887534975
5097,39.36998118729465
5098,64.24759483420713
5099,10.045894491468061
5100,19.170931518123037
5101,26.626270759329802
5102,147.7589820437725
5103,145.65352118981016
5104,547.1620908076308
5105,5.78763412155172
5106,2286.289221382571
5107,349.2769303927604
5108,9.258321155892572
5109,149.32434380335343
5110,17.020155817153846
5111,38.841741074212024
5112,9.35464555635714
5113,37.33881580948285
5114,11.058412275603425
5115,6.805765558954031
5116,38.07913698608254
5117,408.7090505330561
5118,12.282971328170929
5119,15.70107261748239
5120,45.813507873573826
5121,6.472776246744576
5122,44.757122411596335
5123,6.182416768658512
5124,6.27401799103032
5125,11.65166403566433
5126,22.133806551374754
5127,14.666290312074185
5128,10299.646821752758
5129,1335.029771266704
5130,20.892470604602877
5131,6.13581838255615
5132,42.233449837970554
5133,6.536463736431593
5134,684.9603293916888
5135,13.582899802660505
5136,11.45703418283839
5137,6.718941383937986
5138,10.64066733220863
5139,8.025428596238884
5140,81.14169719883286
5141,11.384844838748437
5142,4.9913577137822545
5143,7.127403737551993
5144,34.86723940150469
5145,125.00356427018015
5146,6.965569038900886
5147,1024.5223881498068
5148,4.729920731538259
5149,11.986132180825162
5150,7.585012580932273
5151,14.06306634959359
5152,725.6863122325714
5153,249.49923914242515
5154,17.10487468609201
5155,23.821650227260342
5156,89.33854422266612
5157,100.19003981736002
5158,13.97089839800598
5159,7.9686018161710335
5160,112.9836448879225
5161,96.83670873372421
5162,20.003810479821865
5163,10.293846738578239
5164,6.537112729517268
5165,25.119155086178566
5166,29.77376654111076
5167,5.016671174303862
5168,20.186672197182176
5169,15.902455472039168
5170,76.43362390018495
5171,9.854395645038444
5172,12.599333019374054
5173,341.5371524218798
5174,68.82771948416068
5175,47.934446590779466
5176,1924.2083453251087
5177,32.484755619176916
5178,42.854200064193854
5179,11.369332270297047
5180,163.98573729958994
5181,30.601172904525033
5182,159.70368388760477
5183,122.4851789545863
5184,45.9604753478537
5185,1779.235255630422
5186,108.61305055164974
5187,12.510909238179382
5188,24.55616471226216
5189,45.059374531148805
5190,5.961942410139563
5191,4.985879260025678
5192,1230.899472449817
5193,2903.20386031332
5194,6.404120991833704
5195,9.559733312846806
5196,12.423614831494193
5197,5.78084159963388
5198,111.09320922717092
5199,26.582752048705643
5200,44.64341014456793
5201,269.92528046009807
5202,270.24249776064124
5203,15.163321856380954
5204,102.42268050822896
5205,17.354135641878845
5206,23.49901657228396
5207,10.865537037816328
5208,54.44860235323308
5209,11.555384621790097
5210,5.983292690613143
5211,34.028757833922285
5212,131.42985086191604
5213,4918.558439968669
5214,40.609612729012085
5215,18.056060813473923
5216,9835.139970190647
5217,6.617681825050111
5218,75.45276091343558
5219,5.45469530915129
5220,17.420908383839876
5221,27.702757164777495
5222,7.857457113502868
5223,91.63414539442086
5224,378.24701840721906
5225,17.62719657279468
5226,22.279804756786096
5227,62.504026579664576
5228,303.24357322022047
5229,47.08416169154342
5230,48.03778048541328
5231,13.148887549356312
5232,12.979515234178388
5233,14.070328832487688
5234,43.755699460142765
5235,38.609854876047955
5236,10.971754066784229
5237,10.560621184785326
5238,1176.8002178130448
5239,13.589499387746736
5240,51.885663044962115
5241,7.341202149347481
5242,6.921733558548358
5243,17.87478932278744
5244,109.19796950508443
5245,8.550318691238639
5246,24.00636444325209
5247,19.690843887612182
5248,6.601709236152986
5249,332.3019486710874
5250,11.57600199543663
5251,21.04776761945735
5252,19.377288231014678
5253,31.449127725143768
5254,261.59401823499843
5255,26.392764165894665
5256,5.42090003214702
5257,38.51320707587351
5258,42.28217340249295
5259,27.313227586553214
5260,7.227396446719842
5261,47.24078679658433
5262,21.012908369417843
5263,172.26131006010957
5264,13.099898952227642
5265,63.35482428330344
5266,13.2361774090088
5267,10.343769601342352
5268,72.53182467629824
5269,40.2628032936828
5270,24.816046466200223
5271,17.98440523604992
5272,27.975414085696258
5273,6.327384884240939
5274,25.862675522521343
5275,18.44831832368584
5276,30.668255629392945
5277,39.94480293628832
5278,14.827304037614395
5279,27.447409575353188
5280,147.0559018240311
5281,26.165737736575473
5282,159.209687759264
5283,10.400284139695797
5284,20.216850269356662
5285,28.168867750254474
5286,103.6839199325783
5287,26.14479265425296
5288,36.2841225709536
5289,43.546155378859545
5290,14.302807196701538
5291,1786.6057172657597
5292,11.283694282451153
5293,41.353405444646945
5294,5.904641459246929
5295,13.01908387402344
5296,31.19285683135747
5297,25.26694945982149
5298,16.71695930389096
5299,1148.883577727314
5300,38.652174807854934
5301,94.51150007262041
5302,11.256327174309423
5303,176.1197386434596
5304,7.4904931086119815
5305,7.129516360263834
5306,12.987937196721935
5307,199.1666706717692
5308,171.2794749697333
5309,34.894640502527515
5310,7.175959926943041
5311,33.11191230937728
5312,117.31275634098867
5313,21.737613199821734
5314,26.127506861846104
5315,46.02674468206133
5316,38.773965392927266
5317,12.060804583196957
5318,4.229603313923258
5319,19.850963291647147
5320,151.4546964536587
5321,256.48697948248105
5322,6.947344084850796
5323,334.29704296314975
5324,44.050907933696536
5325,60.62279182705765
5326,41.516651842830534
5327,73.98380315248379
5328,82.88898229608283
5329,14.659692607187152
5330,67.0519711298184
5331,486.93316056326535
5332,60.817300062112295
5333,4.597375707867731
5334,16.060702029525142
5335,376.6491933965738
5336,18.924441590004296
5337,193.94489294553142
5338,16.73349716902794
5339,43.09309765100984
5340,29.77954123875285
5341,27.574261419067152
5342,58.806408080503104
5343,39.393313099502286
5344,446.76458138733807
5345,37.037691182600305
5346,9.367364554845128
5347,14.055688934200818
5348,30.89619179824024
5349,6.6405782312650645
5350,7.564371134678645
5351,12.174785082605446
5352,10.806008729244718
5353,37.80837170362435
5354,6.868553640752393
5355,38.725332974927795
5356,7.48315021538561
5357,18.421521570400166
5358,37.87441419147747
5359,5.691366898309334
5360,30.73568547451792
5361,11.886804564736478
5362,25.994155862195957
5363,5.125804675535706
5364,28.340950368062234
5365,4.826552674332777
5366,5.65837842774434
5367,13.367232780147912
5368,35.81140161222805
5369,10.217984509033814
5370,15.530906512527723
5371,58.73490291028001
5372,15.022653371796018
5373,119.28670678223482
5374,18.207965204270216
5375,10.241016392383385
5376,39.68139262950163
5377,191.95822163556298
5378,25.946219445481898
5379,5.751903926516102
5380,669.7695310041721
5381,851.2515883126557
5382,57.152541128423415
5383,53.404906856927795
5384,8.678753382873253
5385,536.4837800619596
5386,10.116658812106882
5387,13.398065781442668
5388,24.908789638814746
5389,182.36747437910665
5390,8.761876404618759
5391,30.951993396113224
5392,12.163173264139552
5393,20.129729978325795
5394,14.730607247287196
5395,14.96510855012961
5396,218.87989080046407
5397,227.37576638724465
5398,254.86130663393268
5399,23.65657408982376
5400,58.421728040290475
5401,29.78307615602989
5402,40.289646715689045
5403,6.316131447078852
5404,30.641081818719528
5405,112.77054493600035
5406,8.464603256518275
5407,12.792200978804273
5408,137.96979829030556
5409,10.879774840467968
5410,6.902006898830552
5411,9.671107331239584
5412,19.903628998737148
5413,55.88307984385469
5414,17.945139487439025
5415,37.94771641456479
5416,14.41541896338351
5417,8.446380741749612
5418,11.626470068379959
5419,13.175488311922239
5420,63.8442689286861
5421,38.26372650500207
5422,77.55642096481479
5423,26.926439357855635
5424,20.412423245447677
5425,24.337351481463063
5426,7.76528214613809
5427,16.186853094893856
5428,21.980712584783962
5429,47.16915117032262
5430,34.787350998567604
5431,272.5398695855692
5432,14.264902982623497
5433,12.480991205925777
5434,31.227122670279275
5435,6.259094901187429
5436,431.33868808766033
5437,19.433680258112293
5438,10.935794283284988
5439,46.41230014706065
5440,15.903161195824106
5441,49.975751279080754
5442,175.47917127967304
5443,5.943199073077627
5444,45.774819160025494
5445,105.94222024858546
5446,9.424799383274701
5447,92.5465268367567
5448,9.807178045144397
5449,12.419536127848042
5450,9.908587110773702
5451,454.9695400675694
5452,49.27852726690176
5453,8.773325883920636
5454,14.60512884336578
5455,7.361670851021099
5456,16.762733951179285
5457,41.08826708243141
5458,14.449013232881507
5459,272.1088706958159
5460,8.009037021833544
5461,184.32610286036407
5462,10.383493652862107
5463,16.63435549886402
5464,14.359159502882516
5465,295.7117471333438
5466,145.3899000575573
5467,129.3774085254658
5468,85.57732268071577
5469,9.071849415509503
5470,79.17415497176941
5471,49.10909311634538
5472,155.67683836072698
5473,53.72916699997169
5474,81.77217824213514
5475,105.33123226138217
5476,6.413818187148619
5477,282.7350303810894
5478,10.424927500961552
5479,10.909800179430176
5480,5.569235396591123
5481,20.930107046355214
5482,185.6942077321569
5483,24.589189456214445
5484,9.472908252697104
5485,85.3420208374435
5486,44.36949881239121
5487,15.572261593089616
5488,345.09154617625825
5489,17.510210309298188
5490,133.13577349423093
5491,26.570938629795354
5492,18.159247332059756
5493,204.77040508145683
5494,60.68366080290224
5495,25.76387896655058
5496,32075.1396261027
5497,36.329325076016794
5498,11.597233375921004
5499,7.275276412842989
5500,9072.220375681889
5501,10.61358209454238
5502,137.45740612912184
5503,70.73168575993755
5504,26.097867647700095
5505,321.79796891379357
5506,30.237262982372158
5507,1055.557521475658
5508,26.558115652628786
5509,13.79590669884398
5510,688.1246784614502
5511,13.118053016454027
5512,30.037186101986258
5513,49.30412494104233
5514,385.2146056452954
5515,64.4944565162106
5516,391.08906164672504
5517,140.05161741122413
5518,8.193162610120416
5519,35.764119349033535
5520,13.923830497514423
5521,28.460433707072863
5522,43.05966321750459
5523,10.473478267391792
5524,26.467317337248243
5525,30.4541110617901
5526,8.19664494447489
5527,84.42428491422083
5528,31.848694224914272
5529,25.77594687580446
5530,25.892787226167382
5531,13.316963251460127
5532,218.93830617732516
5533,12.130654460249547
5534,82.81470617615518
5535,22.168498404311542
5536,8.33609220676136
5537,29.606669222029804
5538,20.519335563730703
5539,15.37135554663446
5540,72.28700968635455
5541,13.084570159555206
5542,11.19647116617832
5543,470.79347037005175
5544,144.9978657336318
5545,14.264213746119152
5546,17.669666435087656
5547,17.935243375242973
5548,17.939088556476868
5549,6.2926726313282675
5550,13.063149319454292
5551,110.02127808026631
5552,18.265791272959785
5553,183.50350447648628
5554,26.969067384195725
5555,60.351667658550824
5556,33.03559570142654
5557,18.076865681185502
5558,56.92007991631608
5559,27.361023700552785
5560,71.78933409425737
5561,20.783012029372916
5562,28.595221818534366
5563,36.39291275464852
5564,11.330448729601846
5565,15.663537356577564
5566,18.062016941211528
5567,11.597384803708286
5568,85.71945853544534
5569,9.168162912937273
5570,28.577908561909677
5571,66.27326272291629
5572,11.795882429523422
5573,22.015876680852003
5574,13.779719676264483
5575,36.12942454604417
5576,7.425986542308385
5577,173.1074910516563
5578,29.886474366716314
5579,20.66912281311067
5580,474.5910133247884
5581,57.9567048896755
5582,414.1010999160685
5583,10.928176224186144
5584,175.601994373302
5585,26.630003444245123
5586,34.48110605897382
5587,11.996799528322045
5588,298.3339348369712
5589,1127.781660994903
5590,5.669909864391766
5591,264.9610380687774
5592,10.729896093001747
5593,120.29867090420778
5594,28.848226609682342
5595,6.679146960310017
5596,16.691990875611275
5597,218.83890514528042
5598,34.48237100027877
5599,16.014583673175196
5600,6.862240106774686
5601,6.340875878601132
5602,144.39378625585363
5603,228.15761227275556
5604,58.781654752030114
5605,5.690451398232388
5606,63.112031975521184
5607,79.98696623509771
5608,24.02261126183524
5609,5.187127973444337
5610,5.626061364526037
5611,165.23171741637938
5612,15.082668644058515
5613,11.46038786969555
5614,8.735877436109494
5615,392.0060839465921
5616,35.38741724767001
5617,41.44643711044316
5618,32.57233559239136
5619,211.23252225435047
5620,34.99788342221919
5621,495.20265871319435
5622,196.3778471660419
5623,48.6121861141768
5624,7.562067797372344
5625,39.30368375303634
5626,25.65286243906586
5627,45.820570885495165
5628,16.309810308836724
5629,36.92999783963657
5630,78.45083677483379
5631,11.569829560306776
5632,11.726620958258625
5633,7.3107584520922435
5634,31.46645070447471
5635,8.759389007000218
5636,32.657763045899436
5637,17.309580122215934
5638,7.913760977449778
5639,15.229195480869764
5640,7.715095811148303
5641,46.202169210890965
5642,4.642954456957218
5643,5.830921764813194
5644,17.325379966434383
5645,19.76834574387645
5646,15.386336169926826
5647,25.49283069703252
5648,25.114679106996444
5649,130.8347959487951
5650,32.87773921088282
5651,185.0670629176357
5652,12.180480085780385
5653,9.993069957459921
5654,12.266105753674397
5655,26.742486723702036
5656,5.504854605597377
5657,13.512844578505408
5658,21.266565151818433
5659,83.40050786167085
5660,48.135831730660755
5661,10.642451848828275
5662,7.7550454731076135
5663,7.590885380902196
5664,57.44161890745373
5665,7.2329491491206195
5666,6.18071251562919
5667,32.82867224538123
5668,14.077435573267136
5669,9.680309728629602
5670,41.02359085164328
5671,79.75477974177092
5672,7.831798709656824
5673,36.51808754795659
5674,64.81465100381034
5675,16.234201759944092
5676,33.29883014171632
5677,10.174112293389948
5678,6.020936094024089
5679,20.05485042110402
5680,19.122572984770876
5681,19.302465867081434
5682,8.698492061511214
5683,15.794383305610726
5684,9.275978422838065
5685,10.603415951121407
5686,131.4958584445633
5687,7.1125524851753354
5688,937.0459746690983
5689,56.216577861772144
5690,11.843900925157095
5691,612.6428802526932
5692,6.654126272360916
5693,23.924096455354686
5694,10.322564092032769
5695,8.271114830674508
5696,7.061744725067693
5697,17.8889348318579
5698,32.1856899592017
5699,7.49737365510194
5700,56.084752300399444
5701,47.265080294728875
5702,6.846228981968397
5703,24.785234752075784
5704,263.65894391797474
5705,2660.667611844457
5706,847.9409706540206
5707,21.632814915999347
5708,130.43742500668276
5709,193.3787116340065
5710,17.41380037333507
5711,16.323538284244876
5712,97.19393042880277
5713,12.960819158035678
5714,12.814408977773722
5715,17.144629203823754
5716,24.181589339261702
5717,74.04892834163098
5718,24.074265142210216
5719,41.04962210823304
5720,10.03617833686795
5721,7.259254727141525
5722,18.594815450892245
5723,10.037171434367155
5724,81.98409180610733
5725,10.098158180339553
5726,8.979890251193355
5727,13.420165702835206
5728,54.79014180542312
5729,19.30420140560332
5730,8.72959551547556
5731,38.88468749975351
5732,8.492451364573807
5733,42.51207698694929
5734,5.965939995579869
5735,53.22828467655882
5736,18.58590781837162
5737,18.915030143842227
5738,42.06506819366561
5739,11.84434651878025
5740,17.88089039666421
5741,263.55584853655745
5742,11.74634858506937
5743,49.0465961553256
5744,33.758800792914315
5745,66.14070664996882
5746,7.898350619145341
5747,7.642831030472301
5748,43.40697627997189
5749,50.353159751310066
5750,10.496617552878197
5751,22.57777143034185
5752,38.877996002055774
5753,7.784139609227807
5754,443.7912446143659
5755,1073.6036737580102
5756,7970.2810598877695
5757,1469.5337071788974
5758,25.939897219610327
5759,384.81122122798905
5760,8.353376405429652
5761,17.191086819222654
5762,34.39782334665479
5763,36.10152680869737
5764,425.8912269004664
5765,155.8457050359105
5766,9.079205486548748
5767,40.27678672874825
5768,130.4196924656161
5769,70.59046100620913
5770,71.26876645787482
5771,715.4693796264312
5772,6.465353134210801
5773,91.39939137589874
5774,12.808987916389402
5775,43.98178755412666
5776,6.482714852206332
5777,189.6929470067848
5778,10.501732193159816
5779,16.859194453109403
5780,34.2594945421605
5781,19.76056709622256
5782,34.26943119621726
5783,15.308246568687837
5784,187.18575152443273
5785,16.650737490077844
5786,45.05763422484778
5787,100.0400389473202
5788,6401.065064477105
5789,40.09638645444829
5790,10.444216467504093
5791,15.453822955809448
5792,9.654163366039066
5793,7.072537656112041
5794,17.80940100318328
5795,43.514289589433666
5796,26.803466632771933
5797,14.016085398133734
5798,12.609360658724285
5799,14.707268895617988
5800,8.881610057325325
5801,9.959151188196467
5802,177.30416910186844
5803,21.703270890064058
5804,14.0155894932609
5805,73.69598145758381
5806,53.68275105143075
5807,52.91255577453277
5808,20216.66079632888
5809,13.954341073212927
5810,36.98253338106086
5811,1102.6675478036705
5812,11.865744298820047
5813,7.710774950595002
5814,665.0204018144124
5815,21.170681630997606
5816,13.618241329126208
5817,36.794242948915304
5818,20.273307325231592
5819,232.41066863348394
5820,6.414923284379649
5821,53.29676060765788
5822,23.38442259359979
5823,12.250621092227398
5824,13.715031181863928
5825,22.89234248876468
5826,39.76048155626569
5827,7.8053343219058045
5828,5.759766075995286
5829,9.223168713653596
5830,30.427495479381836
5831,51.12260611935086
5832,17.850228223986548
5833,21.02455842933684
5834,116.00203472752938
5835,149.81547713359564
5836,17.436898136120092
5837,15.228093087062616
5838,79.07876714812801
5839,16.309365832703108
5840,39.548040899320696
5841,15.944026296186358
5842,8.15063603683162
5843,8.031522577470973
5844,50.026810614869696
5845,99.88007519470484
5846,16.179145911938964
5847,9.303370975850482
5848,8.146761188723094
5849,39.945679472083505
5850,187.3184803518285
5851,13.04930046071222
5852,16.48220763161444
5853,24.047708342563343
5854,39.22493446807766
5855,19.103709426660547
5856,19.096949980289487
5857,25.75274171756088
5858,5.88818104399461
5859,7.4841900909049635
5860,15.792532370154733
5861,8.706145049240135
5862,53.94198019429417
5863,20.844831619486577
5864,90.73382080060637
5865,605.0523903621174
5866,9.02327076969401
5867,13.63986685017282
5868,13.400087976054126
5869,520.793749634832
5870,12.18759583849634
5871,152.83046119038897
5872,99.45381395372253
5873,60.52105339155412
5874,65.05648060877431
5875,11.503372710326705
5876,9.728642678560156
5877,16.044803904813108
5878,226.37204845048362
5879,7.028850716887178
5880,34.513518479479224
5881,124.53209761418509
5882,11.24312122144446
5883,37.10882516506783
5884,8.43935973426904
5885,715.1139958273142
5886,38.71834456764627
5887,11.193983783985512
5888,36.360423123973895
5889,6.3477192082756355
5890,57.06227411350598
5891,9.927331167762844
5892,6.253590666564129
5893,292.3352678112588
5894,31.667480885910333
5895,8.330922435811338
5896,22.176778570056648
5897,37.543972936961154
5898,52.615330489006084
5899,295.06036840356296
5900,18.033264943564944
5901,18.298312169759722
5902,39.32608152286899
5903,39.9428393741438
5904,78.52610232234875
5905,9.14809819287695
5906,172.4509598844045
5907,34.95144067890342
5908,8.260192587193462
5909,24.785700231133678
5910,9.577287123153784
5911,6.097802330287326
5912,16.79588673101811
5913,60.3422242596067
5914,333.6438578646073
5915,25.800679611815774
5916,15.659063166414434
5917,9.562255325814757
5918,45.587191996806034
5919,21.229976336336517
5920,13.860259061030249
5921,47.178463567247675
5922,145.0724323801711
5923,6.060349447818161
5924,422.1944761234579
5925,25.97922771580302
5926,11.62072648890683
5927,129.8064331380301
5928,25.77307282296371
5929,8.29520105751305
5930,22.60807609879599
5931,7.468723903683269
5932,18.71773719039746
5933,20.88619253030282
5934,91.02411874649783
5935,183.71804772784864
5936,18.377339380074257
5937,85.26099041112816
5938,37.091665389045346
5939,15.438342705958974
5940,55.48224678330797
5941,44.15792048490026
5942,5.986512261729063
5943,5.948858697425399
5944,9.3607114680202
5945,11.59807363995986
5946,42.78656200767176
5947,13.786253917223704
5948,229.01132438022512
5949,42.41700061056261
5950,14.751107009949395
5951,18.62894819379548
5952,28.12972241995027
5953,2761.98134783893
5954,67.60294138552825
5955,20.64700855321834
5956,13.723713799681589
5957,55.20635824839153
5958,10.991025190806765
5959,13.981871969807282
5960,76.18330165129717
5961,161.69705521154773
5962,28.830157758515792
5963,178.56320662645422
5964,28.06139299758482
5965,85.1528062013525
5966,60.942567375298935
5967,6.961955428697733
5968,26.058257812253068
5969,18.24514224993912
5970,25.0069560776099
5971,26.695462163545585
5972,14.09978167114166
5973,6.10094783526997
5974,37.54384364886322
5975,25.405368233611345
5976,57.05992723216277
5977,458.3871618048625
5978,21.608368321364882
5979,9.957009896069344
5980,4.352727223230017
5981,38.630315377554915
5982,19.31750452751525
5983,17.147988086950683
5984,84.11841617985984
