,Global (+)
1207,1413.8403887690606
1208,182.47596000665962
1209,1070.3717916213686
1210,53.703411359016656
1211,254.40011812813964
1212,1528.0273982843125
1213,16.89713245473654
1214,59.13800354191421
1215,58.887006696498084
1216,82.95184383345705
1217,228.52215407005764
1218,91.42986326654729
1219,597.313945621918
1220,96.2093613391816
1221,39.96867457876983
1222,1032.860480127103
1223,20.883412598249098
1224,89.745946698724
1225,196.2482448514953
1226,44.58351079351441
1227,14.687605272110243
1228,43.89281149924359
1229,572.3493305887287
1230,14.105817155006786
1231,99.77878307123379
1232,103.80324734688476
1233,21.697754714763825
1234,44.684377010571986
1235,23.788174197372268
1236,75.00794616147353
1237,41.940748948968675
1238,815.5774300714803
1239,36.502868279452784
1240,33.01627944487843
1241,16.63961966837756
1242,273.3827686586812
1243,50.59740099682657
1244,20.58608346813225
1245,12.853133087792553
1246,70.24104076442194
1247,48.61115795630961
1248,30.33117078508517
1249,17.622119944135523
1250,58.63793676797882
1251,1015.0827686476147
1252,36.50947462654899
1253,39.44091183140056
1254,94.85730005863867
1255,15.51566518401703
1256,46.49198975966515
1257,92.66154948836136
1258,292.1624704661933
1259,116.06720204492422
1260,62.42786202766814
1261,41.66421188162504
1262,14.794525775590792
1263,17.095754001234567
1264,143.25051004468804
1265,101.33845266599145
1266,634.7600149332346
1267,28.243729758009696
1268,142.3277817960978
1269,135.42538349529607
1270,2096.7866332078224
1271,178.34309467364892
1272,61.24745951940298
1273,18.115746831088476
1274,536.566551247122
1275,19.918328228853813
1276,126.54925448462518
1277,35.2765435396468
1278,178.67869598199886
1279,24.97066620650705
1280,14.4711885683865
1281,37.21940703014155
1282,224.70632512807694
1283,59.80897282224119
1284,15.389395907413792
1285,144.09199738299083
1286,177.00554975713914
1287,200.66139198692937
1288,59.054734482898546
1289,46.26232062459101
1290,69.538982041569
1291,26.706391291522085
1292,1891.0012751802458
1293,881.5443056680584
1294,57.26178443384572
1295,40.716845379815474
1296,122.5899501569905
1297,50.296453597789245
1298,77.44646989748738
1299,22.94325843998549
1300,54.70063226404494
1301,76.63442888505027
1302,58.23629234675807
1303,13.234808893446267
1304,165.42404002179302
1305,45.11335712698266
1306,128.4008201605447
1307,47.52249731397018
1308,12.656989385184428
1309,338.1908797472547
1310,47.26310412063602
1311,31.1374351424613
1312,157.10818558311396
1313,43.1643588780697
1314,26.2926056536975
1315,52.88929830754463
1316,48.521128912360666
1317,255.91317223021645
1318,20.454310197217342
1319,72.5196515301336
1320,14.185457132976156
1321,117.86379134292622
1322,667.9356927882741
1323,9.787355867071067
1324,168.92118853080095
1325,25.59249466040334
1326,75.40243362852169
1327,37.75218641638291
1328,83.14924836566941
1329,11.743094323869984
1330,60.62181004274459
1331,51.15019312712259
1332,81.81237541533952
1333,20.52010842595982
1334,13.721213319178965
1335,45.10998045260423
1336,144.7550004387402
1337,27.215527067041247
1338,20.505745606309556
1339,37.29073905767959
1340,29.320492133800883
1341,157.24048468308288
1342,552.3682344284678
1343,51.64129245304927
1344,176.68510822844522
1345,24.859363644990545
1346,32.22535454133035
1347,23.948784797472946
1348,20.639642848620888
1349,25.09389111621385
1350,132.69874231899294
1351,46.49814388555102
1352,12.052121401687723
