,Global (|)
0,7.97524261801552
1,7.598191878467101
2,7.513750767423558
3,7.462443033253884
4,7.441309463089195
5,7.3708964140331625
6,7.230697440951064
7,7.128159661300197
8,7.098128223848432
9,6.946838558551451
10,6.963710713471068
11,7.049375848010659
12,6.738144757050388
13,6.834968959534395
14,6.625397813261518
15,6.749062904519944
16,6.729712175480842
17,6.607614672068444
18,6.708977904436168
19,6.597905283587167
20,6.683119479283499
21,6.642947559317755
22,6.523536760873734
23,6.557894989932417
24,6.572810088518947
25,6.5923467784399294
26,6.507372648874941
27,6.439669078853765
28,6.4867127566740015
29,6.359637579568853
30,6.3069677934094805
31,6.437858952553347
32,6.36362560616552
33,6.2645227736429865
34,6.287564727205065
35,6.367273677680994
36,6.196521206700947
37,6.252383071997348
38,6.171916722434808
39,6.150164590653768
40,6.149269504192257
41,6.085355977671089
42,6.211116198543852
43,6.167168704489273
44,6.116155590948672
45,6.036417796936356
46,6.072713673002045
47,6.06585115753979
48,6.114903722118334
49,6.1131105604799
50,6.026250793006355
51,6.039888355303758
52,5.9366013111890785
53,6.013171922743055
54,5.908315579215397
55,6.00519847255884
56,5.879314994834773
57,5.875540198549034
58,5.953826023999434
59,5.832208776132472
60,5.846991115563241
61,5.822138869532667
62,5.810982526917857
63,5.93024393625697
64,5.708373538206352
65,5.701734369286678
66,5.71671556029863
67,5.759591046194609
68,5.80532045320981
69,5.724461898738403
70,5.719858874852194
71,5.7517374776617975
72,5.788843438210861
73,5.719930783220982
74,5.7217090548629335
75,5.7076873748365635
76,5.630228333991669
77,5.627659639873257
78,5.566723138298912
79,5.598105999334424
80,5.593550754167406
81,5.6336459610798135
82,5.600493344403032
83,5.558422819490807
84,5.477724093268821
85,5.4800542614893075
86,5.483143238418694
87,5.398299847160092
88,5.369425605962163
89,5.45523777024394
90,5.428223773931981
91,5.4559043959531595
92,5.406745836857666
93,5.419819326854809
94,5.399579441156224
95,5.399976542580108
96,5.239964195192089
97,5.381280873240061
98,5.338225295391582
99,5.352928079728603
100,5.361061588575159
101,5.219249034695225
102,5.2190841855339665
103,5.275508820859833
104,5.165319026686848
105,5.185629493483571
106,5.177958046293204
107,5.175557281535218
108,5.18028421326762
109,5.150163998401543
110,5.155118562830898
111,5.204180537059607
112,5.2529489565190755
113,5.041266614869887
114,5.105954416723441
115,5.108835923063144
116,5.064329246031744
117,5.06611551638141
118,5.074641619270418
119,5.104519852064139
120,5.135984656302312
121,5.082747301215489
122,5.01623539655445
123,5.036182891271935
124,5.058756031502349
125,5.05998763233128
126,4.989897063126011
127,5.037787037716484
128,4.994356997885041
129,4.997517023453636
130,5.078579425286658
131,4.9724122418926076
132,4.913292626895415
133,4.947739322426917
134,4.922053850559674
135,4.92773987541149
136,4.9800072639347635
137,4.8632679328115165
138,4.847896851226726
139,4.850258758269275
140,4.832704662364249
141,4.8540735709881035
142,4.874743084636821
143,4.898809845436156
144,4.736150961666695
145,4.854116917731621
146,4.829696245126116
147,4.8250408837321626
148,4.802336626622519
149,4.792833432982654
150,4.7944011784377585
151,4.7656496677700995
152,4.68866877824121
153,4.698080502398408
154,4.77182167908974
155,4.680524958015161
156,4.7239377911430465
157,4.688343180174641
158,4.672360670907082
159,4.666546718357757
160,4.582075677406562
161,4.603988864554442
162,4.679736302093812
163,4.64818361797662
164,4.649424010061641
165,4.592085819075867
166,4.640245400715797
167,4.599448972872136
168,4.601180722519463
169,4.5257933928747445
170,4.538049545005579
171,4.529839086638786
172,4.49665807327096
173,4.439636306569453
174,4.587784549839811
175,4.449335755436888
176,4.546575844740265
177,4.5469006441493285
178,4.498898746137294
179,4.529092471102295
180,4.429310436275775
181,4.4534175350059595
182,4.47001963849585
183,4.460559436468386
184,4.3616091255218015
185,4.377019093718207
186,4.348105591234722
187,4.478905975558568
188,4.402366538598226
189,4.358073654695531
190,4.412816496064516
191,4.340306363723088
192,4.32005691916973
193,4.357998709976374
194,4.361513831371693
195,4.2948494234476176
196,4.295810671337785
197,4.275482904331659
198,4.326558032481012
199,4.347847279922532
200,4.322456914752908
201,4.279449035633179
202,4.289575477669567
203,4.28541107019303
204,4.233784802829952
205,4.29671913471605
206,4.264567865845716
207,4.123013992210196
208,4.18510273055361
209,4.1935859815373595
210,4.239985540673288
211,4.161211338610532
212,4.19969592242473
213,4.139015710104814
214,4.191598245096063
215,4.091882790919738
216,4.142177719859945
217,4.141930078664328
218,4.093620434940847
219,4.093202365436157
220,4.135306022717617
221,4.071519459895032
222,4.059022008412683
223,4.151481401826158
224,4.120110861991123
225,4.077521874872233
226,4.083318273104619
227,4.07543122186285
228,4.012067040113063
229,4.112917718110246
230,4.020889528524143
231,4.077266580195582
232,4.013671548893669
233,4.003502326568027
234,3.954930160470127
235,3.9878850746521812
236,4.003627754217215
237,3.9950515523659598
238,3.9086768550854147
239,3.9961887304669275
240,4.040417110440691
241,3.9781930222859554
242,4.031221630795272
243,3.972992879973849
244,3.9462390654649573
245,3.9109502676340466
246,3.9131718893231513
247,3.8991224395415425
248,3.9576449985729494
249,3.8661835561769853
250,3.8685704567152945
251,3.990083483814462
252,3.920222564161602
253,3.8740368519503
254,3.887941516944801
255,3.873526942851028
256,3.9219633116619885
257,3.829977092589044
258,3.813371862026999
259,3.8803877265035807
260,3.817615263250888
261,3.924617715566587
262,3.7710242435089736
263,3.761219373894936
264,3.7737435012993252
265,3.7317138239806042
266,3.815147216199218
267,3.773133376655393
268,3.812432068522005
269,3.757875987627521
270,3.7497192264330996
271,3.798127135578053
272,3.7085896886660175
273,3.763973907841259
274,3.7581298376464
275,3.725110718390701
276,3.6685833957885663
277,3.7416083007233953
278,3.6901479659446896
279,3.7351873072572026
280,3.756203648193348
281,3.6549486662194233
282,3.7346938042667315
283,3.617144654649241
284,3.6824049788238407
285,3.6938837990030207
286,3.6538294206154585
287,3.6689580661463745
288,3.623598347562161
289,3.768751869913959
290,3.6613901649311447
291,3.6984698471054718
292,3.6528820950184513
293,3.621197025392176
294,3.665061176221323
295,3.636511492766694
296,3.704088047397134
297,3.586721759568411
298,3.577703305242783
299,3.608992608423439
300,3.6225706949364036
301,3.6377645986271525
302,3.654771395710959
303,3.563259893965826
304,3.635535022434442
305,3.568605666105694
306,3.5786184545866746
307,3.5743494695511586
308,3.547194846063677
309,3.572569514257107
310,3.5097222998934674
311,3.5642107470750353
312,3.6268789262732652
313,3.5559110876169937
314,3.4742326971569053
315,3.601185714798809
316,3.567282253635672
317,3.5740153014035942
318,3.6420337666081726
319,3.5714369444253458
320,3.5335155126965403
321,3.5118732383587092
322,3.559434642640929
323,3.494863262243384
324,3.489027443458977
325,3.4891292521635715
326,3.5204928568284206
327,3.4657072381217753
328,3.4105506261186536
329,3.48783439671589
330,3.470368749875188
331,3.484031407490991
332,3.437649621616034
333,3.433607830758419
334,3.4805779388027145
335,3.491590369648303
336,3.4788716635958896
337,3.5228721222864405
338,3.4766261414096182
339,3.442850355926674
340,3.4760276606154314
341,3.4725213459736617
342,3.4368830156069
343,3.434865703058912
344,3.446642448198208
345,3.3591354786992045
346,3.4282068298299544
347,3.324151330822277
348,3.415725321540198
349,3.408474761688745
350,3.4360624711769754
351,3.3790350329062466
352,3.329710317863376
353,3.4001604881463967
354,3.3419081935838237
355,3.3813680706714604
356,3.423818579392173
357,3.3773624413616945
358,3.3594260940235863
359,3.3556591821921855
360,3.419307285647206
361,3.3546284625126184
362,3.400041882304954
363,3.435231331280668
364,3.290288143891522
365,3.341448511721275
366,3.354471102209789
367,3.391235712038193
368,3.378353490954631
369,3.393747115852686
370,3.3171890240345165
371,3.3426553314226566
372,3.320314733497045
373,3.289414079265912
374,3.29289383319207
375,3.322271695014256
376,3.311873833827375
377,3.298085346055709
378,3.306267150192014
379,3.26497863867918
380,3.3059235220343455
381,3.2946983872159104
382,3.3397622608434494
383,3.31800078534841
384,3.2988350935727104
385,3.3202836766258796
386,3.272739280181312
387,3.2983471020498474
388,3.3056661727552186
389,3.3219755942423395
390,3.3388105942415702
391,3.2835048199537225
392,3.3385064030648337
393,3.3178921585344083
394,3.2897656642291215
395,3.3993630247858606
396,3.2055597463418204
397,3.2234072119599135
398,3.301397987040442
399,3.318404400080159
400,3.2628818112556623
401,3.1818566461889075
402,3.2273537884334784
403,3.321560284433665
404,3.2150538373150948
405,3.216276428635453
406,3.2466235133803107
407,3.193554052954993
408,3.158187312356025
409,3.264249648148857
410,3.1455576136431747
411,3.2441494664120873
412,3.2269486537936856
413,3.31085616881965
414,3.279604878647195
415,3.1759406839356923
416,3.149054354843248
417,3.1483491546430633
418,3.267106736125143
419,3.1885225404350943
420,3.1635565725964025
421,3.2128457665379395
422,3.153561389590562
423,3.207589260050267
424,3.131919054844276
425,3.2518752617767057
426,3.117500780238348
427,3.1474226205300395
428,3.1868783725778322
429,3.2003084637909565
430,3.1812841231745055
431,3.1219108124640087
432,3.140642938157488
433,3.170392194647203
434,3.1816197362820375
435,3.1271271686999187
436,3.1988666602125866
437,3.140032536015097
438,3.2300197103490706
439,3.176573534497935
440,3.220128586580759
441,3.194764291085428
442,3.2045013125191506
443,3.1406814779172754
444,3.1775905791991326
445,3.2096899769202976
446,3.238350672872598
447,3.1173024015218562
448,3.1682333087409975
449,3.1225179443710065
450,3.0928063778899264
451,3.2571719437738507
452,3.1863469971023513
453,3.1495041580878618
454,3.1456196758969437
455,3.16572361054135
456,3.099305205260697
457,3.155495968613484
458,3.1287334548599595
459,3.1255116072844107
460,3.111702277831986
461,3.1445882814895887
462,3.146223700308347
463,3.0826642478047472
464,3.158761793788591
465,3.0678418683623176
466,3.066972423942609
467,3.1283236243691324
468,3.1276803994224234
469,3.1464234888926867
470,3.09351269286108
471,3.062151087993535
472,3.2041424826663185
473,3.15598139221987
474,3.1406033548860672
475,3.0582447070868
476,3.1410413527335237
477,3.055046653267327
478,3.0792316770340973
479,3.1080337881983082
480,3.1953084467557873
481,3.0393203670425724
482,3.0972819004443988
483,3.101048240352061
484,3.076239225907336
485,3.0400019707414865
486,3.082921974187454
487,3.122640109848451
488,3.115708119240752
489,3.103492281405586
490,3.0925980373948354
491,3.094887247504648
492,3.0428216277352784
493,3.0725091188778295
494,3.0822516870282337
495,3.04991829384168
496,3.04372468397502
497,3.080692324264788
498,3.094966959542808
499,3.069668989397062
500,3.067512234801836
501,2.9915014732076313
502,3.041974217882599
