,Local (+)
542,4.642070191528803
543,4.458580225776601
544,4.614799085879913
545,4.309981991560461
546,4.593618186629337
547,4.337927803426099
548,4.737362767169273
549,4.6064071597171035
550,4.701117078904951
551,4.63070117665945
552,4.340273453512482
553,4.6838306506304646
554,4.5002189724249195
555,4.628400707436511
556,4.232405426847342
557,4.6596093898693605
558,4.381556597802194
559,4.471259534832223
560,4.659123872377217
561,4.683524674632503
562,4.438725580799577
563,4.518727054557903
564,4.772645504373211
565,4.657186248786206
566,4.477675847674224
567,4.721149132069744
568,4.645892849327157
569,4.565131519467652
570,4.464800053870235
571,4.607835203710801
572,4.698455633765066
573,4.581975033576754
574,4.536996764651878
575,4.562899684870802
576,4.796712563215246
577,4.690555121940782
578,4.642021693120818
579,4.484273884311812
580,4.379930792266673
581,4.289050022052004
582,4.5576539153352424
583,4.556776320091988
584,4.464330694139997
585,4.840634433969788
586,4.659074241054857
587,4.685710459943017
588,4.453206468223172
589,4.678902116087127
590,4.943846882859637
591,4.525054242488013
592,4.71591504246636
593,4.399583814925841
594,4.818462860585163
595,4.697367925383352
596,4.745013165926075
597,4.62158977936578
598,4.623360128867659
599,4.415008392923678
600,5.079880320915112
601,4.6196587826162405
602,4.323663895098577
603,4.763241151415032
604,4.702557278050726
605,4.582048077672821
606,4.716834820959243
607,4.692634898733791
608,4.6016468325982025
609,4.774071101809533
610,4.730002893079197
611,4.597527880697062
612,4.611290478818969
613,4.815809650300512
614,4.760573289403265
615,4.5887822181638995
616,4.510357368780092
617,4.527515584680191
618,4.5053444614828475
619,4.638558859585825
620,4.4208168482811
621,4.665576677156609
622,4.792490470236404
623,4.852571256610687
624,4.444493138501274
625,4.593096433310887
626,4.773373996880566
627,4.932104135839428
628,4.786852648095571
629,4.540878519511051
630,4.694151770774564
631,4.532577487781802
632,4.391556580262515
633,4.326231663619181
634,4.516451400477415
635,4.887881526388011
636,4.643310402244845
637,4.72453977910409
638,4.725367682196028
639,4.37866658033305
640,4.760091272181589
641,4.677692548993221
642,5.059445929660996
643,4.597290586329272
644,4.83793704474699
645,4.998611505154875
646,4.5942186301502845
647,4.626994881845759
648,4.78945204590982
649,4.4668459302608765
650,4.691823888032805
651,4.7701640856420395
652,4.705334057405984
653,4.624417118815085
654,4.648933697347607
655,4.824713745661783
656,4.615429237599432
657,4.613298643320037
658,4.521094860354401
659,4.81556043561635
660,4.751983954565533
661,4.808813003351815
662,4.834793219024962
663,4.835882446472818
664,4.699385464135535
665,4.609420921394001
666,4.484148013337869
667,4.760599989276819
668,4.9406593817318605
669,4.8408144821774535
670,4.519322692805908
671,4.913036418507604
672,4.783983951247254
673,4.6044404361495195
674,5.039943650973598
675,4.768798342449035
676,4.951943587038612
677,4.875187382024794
678,4.689874373728934
679,4.652501324403899
680,4.771048453883672
681,4.786277900331048
682,4.876489899475004
683,5.0086489119606314
684,4.6601680472332605
685,4.860338571067857
686,5.098128681877835
687,4.5222746314992435
688,4.641826662555813
689,4.816818421418476
690,4.965133364609565
691,4.567223212174338
692,4.884635989462102
693,4.933907894697825
694,5.000817178530497
695,4.889567347644764
696,4.58978748726986
697,4.75463884198114
698,4.587619011618297
699,4.813708794825034
700,4.796166899123454
701,4.736371184501758
702,4.926663230134918
703,4.917558165558373
704,4.988800006286827
705,5.083725702091816
706,5.0782350142964825
707,4.93278574246262
708,4.927540153489506
709,4.560214926741105
710,4.806850550028292
711,4.738308246804728
712,4.758789820984682
713,4.979067108208998
714,4.760720282157989
715,4.971544921432895
716,4.881560516704402
717,4.897088299650794
718,4.868948504233603
719,4.92916417378582
720,4.813761997836594
721,4.921308036545437
722,4.8183221227471025
723,4.65993592596743
724,4.725795906453834
725,4.86699234200313
726,4.497088494288597
727,4.7840308926254815
728,5.062424487019217
729,5.012259280767371
730,4.758152385275806
731,5.105696003500577
732,4.885519553777925
733,4.78198822459094
