,Global
1248,14213.500809677322
1249,1448.0589847954009
1250,3220.7583911503593
1251,1295.045601068605
1252,43232.49258544958
1253,21037.921759762536
1254,4184.926665328092
1255,19815.149182182424
1256,2862.1875597019416
1257,7782.419500678097
1258,14303.84286832249
1259,2908.3698399099767
1260,7709.807006949768
1261,1950.4681145897096
1262,4900.428971764705
1263,22366.804836637093
1264,59529.88312574227
1265,40567.12676457046
1266,17985.015972087578
1267,11635.951758865698
1268,208567.45935886423
1269,19335.670729197325
1270,19415.039135433446
1271,6055.961990027481
1272,8892.431338839275
1273,28756.317209040946
1274,124298.99608810733
1275,11068.293331481002
1276,3747.50842196305
1277,9630.512430083665
1278,4528.493186353039
1279,78415.17166792562
1280,15947.445089256638
1281,20949.4800686985
1282,13121.749328751077
1283,4147.83652667684
1284,11310.754100416538
1285,2503.5306173984595
1286,8446.096627492287
1287,20421.64133208134
1288,42420.51027554006
1289,17430.24280674947
1290,4363.544539435779
1291,3751.7486039890823
1292,135270.47505945378
1293,4784.410395125452
1294,22704.944401636894
1295,9575.924053600787
1296,32827.62489343683
1297,8604.97173822295
1298,5059.703886718576
1299,8710.671473046508
1300,10067.845453337886
1301,7283.935805705284
1302,20939.143173653923
1303,17668.87910060505
1304,23634.94198714138
1305,13431.927793079605
1306,64468.55858689473
1307,3740.2830360949492
1308,5292.568596183948
1309,27740.454323305694
1310,27588.198297281677
1311,34882.341721415694
1312,3459.308047757084
1313,112988.49514994999
1314,6022.528255276598
1315,25369.200805361823
1316,10668.033811152407
1317,62427.31781708414
1318,13200.726874439737
1319,1773.4766347428563
1320,1335.685548717629
1321,13569.067527318171
1322,18625.898540569477
1323,1527716.2994088437
1324,2240.3547867453667
1325,9533.392600489076
1326,108505.9074688769
1327,8014.294326024274
1328,5264.988359130102
1329,21176.45044228439
1330,85198.6413723399
1331,18235.81887957047
1332,7478.202183104612
1333,38034.169387092414
1334,2993.7739672213074
1335,3594.4684185688807
1336,10028.408109013093
1337,8004.864354266669
1338,96986.12840724643
1339,1256.323914986156
1340,95078.16749950864
1341,90262.6583886976
1342,23081.907401926055
1343,4687.159720575644
1344,14630.53081824142
1345,12427.658194875665
1346,13027.158562966628
1347,11638.388494790514
1348,3939.1483017630426
1349,34279.27920668622
1350,3512.4490955849164
1351,2641.6106585493058
